ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
vs regional hub vs,2,AC15P,S7,quadgrams,vs regional hub vs,4,,0,,,0,0.0,False
own place and which,2,AC15P,S7,quadgrams,own place,2,,0,,,0,0.0,False
place and which country,2,AC15P,S7,quadgrams,place country,2,,0,,,0,0.0,False
marriage where home is,2,AC15P,S7,quadgrams,marriage where home,3,,0,,marriage,1,0.3333333333333333,False
your country eventually aging,2,AC15P,S7,quadgrams,country eventually aging,3,,0,,aging,1,0.3333333333333333,False
paid care is plan,2,AC15P,S7,quadgrams,paid care plan,3,,0,,,0,0.0,False
plan cash logistics to,2,AC15P,S7,quadgrams,plan cash logistics,3,,0,,,0,0.0,False
cash logistics to leave,2,AC15P,S7,quadgrams,cash logistics leave,3,,0,,,0,0.0,False
the end of months,2,AC15P,S7,quadgrams,end months,2,,0,,,0,0.0,False
without her as translator,2,AC15P,S7,quadgrams,without her translator,3,,0,,,0,0.0,False
her as translator handler,2,AC15P,S7,quadgrams,her translator handler,3,,0,,,0,0.0,False
the three months so,2,AC15P,S7,quadgrams,three months,2,,0,,,0,0.0,False
on kids money family,2,AC15P,S7,quadgrams,kids money family,3,,0,,,0,0.0,False
activities that are yours,2,AC15P,S7,quadgrams,activities yours,2,,0,,,0,0.0,False
that are yours gym,2,AC15P,S7,quadgrams,yours gym,2,,0,,,0,0.0,False
are yours gym class,2,AC15P,S7,quadgrams,yours gym class,3,,0,,,0,0.0,False
logistics to leave within,2,AC15P,S7,quadgrams,logistics leave within,3,,0,,,0,0.0,False
to leave within hours,2,AC15P,S7,quadgrams,leave within hours,3,,0,,,0,0.0,False
leave within hours if,2,AC15P,S7,quadgrams,leave within hours,3,,0,,,0,0.0,False
within hours if needed,2,AC15P,S7,quadgrams,within hours needed,3,,0,,,0,0.0,False
healthcare insurance plan remains,2,AC15P,S7,quadgrams,healthcare insurance plan remains,4,,0,,healthcare|health,2,0.25,False
insurance plan remains unaffordable,2,AC15P,S7,quadgrams,insurance plan remains unaffordable,4,,0,,,0,0.0,False
you ll stay with,2,AC15P,S7,quadgrams,ll stay,2,,0,,,0,0.0,False
ll stay with her,2,AC15P,S7,quadgrams,ll stay her,3,,0,,,0,0.0,False
doesn t consume her,3,CONTROL,S7,quadgrams,doesn consume her,3,,0,,,0,0.0,False
t consume her life,3,CONTROL,S7,quadgrams,consume her life,3,,0,,,0,0.0,False
in a new country,3,CONTROL,S7,quadgrams,new country,2,,0,,,0,0.0,False
about kids marriage family,3,CONTROL,S7,quadgrams,about kids marriage family,4,,0,,marriage,1,0.25,False
home base for a,3,CONTROL,S7,quadgrams,home base,2,,0,,,0,0.0,False
base for a year,3,CONTROL,S7,quadgrams,base year,2,,0,,,0,0.0,False
keeping my home base,3,CONTROL,S7,quadgrams,keeping my home base,4,,0,,,0,0.0,False
keeping your exit options,2,CONTROL,S7,quadgrams,keeping exit options,3,imagination_and_possibility,1,options,,0,0.0,False
your exit options intact,2,CONTROL,S7,quadgrams,exit options intact,3,imagination_and_possibility,1,options,,0,0.0,False
healthcare and long term,2,CONTROL,S7,quadgrams,healthcare long term,3,temporal_dynamics,1,long term,healthcare|health,2,0.3333333333333333,False
return to home option,2,CONTROL,S7,quadgrams,return home option,3,imagination_and_possibility,1,option,,0,0.0,False
may be less reliable,2,CONTROL,S7,quadgrams,may less reliable,3,truth_and_fact,1,reliable,,0,0.0,False
tail risk before permanence,2,CONTROL,S7,quadgrams,tail risk before permanence,4,practicality_and_feasibility,1,risk,,0,0.0,False
timeline money and family,2,CONTROL,S7,quadgrams,timeline money family,3,practicality_and_feasibility,1,timeline,,0,0.0,False
vasectomy and what options,2,CONTROL,S7,quadgrams,vasectomy options,2,imagination_and_possibility,1,options,vasectomy,1,0.5,False
are you hoping i,2,CONTROL,S7,quadgrams,hoping i,2,,0,,,0,0.0,False
your life emotionally practically,2,CONTROL,S7,quadgrams,life emotionally practically,3,,0,,,0,0.0,False
would a respectful separation,2,CONTROL,S7,quadgrams,respectful separation,2,,0,,,0,0.0,False
a respectful separation look,2,CONTROL,S7,quadgrams,respectful separation look,3,,0,,,0,0.0,False
respectful separation look like,2,CONTROL,S7,quadgrams,respectful separation look like,4,,0,,,0,0.0,False
how does your family,2,CONTROL,S7,quadgrams,how does family,3,,0,,,0,0.0,False
does your family view,2,CONTROL,S7,quadgrams,does family view,3,,0,,,0,0.0,False
at least one planned,2,CONTROL,S7,quadgrams,least one planned,3,,0,,,0,0.0,False
you ve lived normal,2,CONTROL,S7,quadgrams,lived normal,2,,0,,,0,0.0,False
ve lived normal life,2,CONTROL,S7,quadgrams,lived normal life,3,,0,,,0,0.0,False
lived normal life together,2,CONTROL,S7,quadgrams,lived normal life together,4,,0,,,0,0.0,False
normal life together for,2,CONTROL,S7,quadgrams,normal life together,3,,0,,,0,0.0,False
life together for months,2,CONTROL,S7,quadgrams,life together months,3,,0,,,0,0.0,False
to return home for,2,CONTROL,S7,quadgrams,return home,2,,0,,,0,0.0,False
don t relocate permanently,2,CONTROL,S7,quadgrams,relocate permanently,2,,0,,relocat,1,0.0,False
she respects your need,2,CONTROL,S7,quadgrams,she respects need,3,,0,,,0,0.0,False
respects your need for,2,CONTROL,S7,quadgrams,respects need,2,,0,,,0,0.0,False
need for a staged,2,CONTROL,S7,quadgrams,need staged,2,,0,,,0,0.0,False
life that isn t,2,CONTROL,S7,quadgrams,life isn,2,,0,,,0,0.0,False
alive again is a,2,CONTROL,S7,quadgrams,alive again,2,,0,,,0,0.0,False
be moving this fast,2,CONTROL,S7,quadgrams,moving fast,2,,0,,,0,0.0,False
love they keep you,2,CONTROL,S7,quadgrams,love they keep,3,,0,,love,1,0.3333333333333333,False
are meaningful green flags,2,CONTROL,S7,quadgrams,meaningful green flags,3,,0,,,0,0.0,False
keep it warm and,2,CONTROL,S7,quadgrams,keep warm,2,,0,,,0,0.0,False
it warm and non,2,CONTROL,S7,quadgrams,warm non,2,,0,,,0,0.0,False
to support your parents,2,CONTROL,S7,quadgrams,support parents,2,,0,,,0,0.0,False
don t avoid disagreements,2,CONTROL,S7,quadgrams,avoid disagreements,2,,0,,,0,0.0,False
t buy property there,2,CONTROL,S7,quadgrams,buy property,2,,0,,,0,0.0,False
don t co sign,2,CONTROL,S7,quadgrams,co sign,2,,0,,,0,0.0,False
conversations about kids marriage,2,CONTROL,S7,quadgrams,conversations about kids marriage,4,,0,,marriage,1,0.25,False
intact if you tell,2,CONTROL,S7,quadgrams,intact tell,2,,0,,,0,0.0,False
whether you want children,2,CONTROL,S7,quadgrams,whether want children,3,,0,,children,1,0.3333333333333333,False
may bring urgency about,2,CONTROL,S7,quadgrams,may bring urgency about,4,,0,,,0,0.0,False
are your non negotiables,2,CONTROL,S7,quadgrams,non negotiables,2,,0,,,0,0.0,False
how she treats others,2,CONTROL,S7,quadgrams,how she treats others,4,,0,,,0,0.0,False
and a staged plan,2,CONTROL,S7,quadgrams,staged plan,2,,0,,,0,0.0,False
staged plan that keeps,2,CONTROL,S7,quadgrams,staged plan keeps,3,,0,,,0,0.0,False
set a slower pace,2,CONTROL,S7,quadgrams,set slower pace,3,,0,,,0,0.0,False
your home base for,2,CONTROL,S7,quadgrams,home base,2,,0,,,0,0.0,False
for a year no,2,CONTROL,S7,quadgrams,year no,2,,0,,,0,0.0,False
if she s truly,2,CONTROL,S7,quadgrams,she truly,2,,0,,,0,0.0,False
whether children are a,2,CONTROL,S7,quadgrams,whether children,2,,0,,children,1,0.5,False
that doesn t consume,2,CONTROL,S7,quadgrams,doesn consume,2,,0,,,0,0.0,False
would we hire out,2,CONTROL,S7,quadgrams,hire out,2,,0,,,0,0.0,False
we can talk about,2,CONTROL,S7,quadgrams,talk about,2,,0,,,0,0.0,False
like i want to,2,CONTROL,S7,quadgrams,like i want,3,,0,,,0,0.0,False
want a plan that,2,CONTROL,S7,quadgrams,want plan,2,,0,,,0,0.0,False
your parents needed care,2,CONTROL,S7,quadgrams,parents needed care,3,,0,,,0,0.0,False
parents needed care at,2,CONTROL,S7,quadgrams,parents needed care,3,,0,,,0,0.0,False
needed care at the,2,CONTROL,S7,quadgrams,needed care,2,,0,,,0,0.0,False
the same time what,2,CONTROL,S7,quadgrams,same time,2,,0,,,0,0.0,False
longer term visa residency,2,CONTROL,S7,quadgrams,longer term visa residency,4,,0,,visa,1,0.25,False
given your age and,2,CONTROL,S7,quadgrams,given age,2,,0,,,0,0.0,False
where you would live,2,CONTROL,S7,quadgrams,where live,2,,0,,,0,0.0,False
no permanent relocation until,2,CONTROL,S7,quadgrams,no permanent relocation until,4,,0,,relocat|relocation,2,0.25,False
complex care may be,2,CONTROL,S7,quadgrams,complex care may,3,,0,,,0,0.0,False
care may be less,2,CONTROL,S7,quadgrams,care may less,3,,0,,,0,0.0,False
month normal life stay,2,CONTROL,S7,quadgrams,month normal life stay,4,,0,,,0,0.0,False
home base and exit,2,CONTROL,S7,quadgrams,home base exit,3,,0,,,0,0.0,False
down what you agree,2,CONTROL,S7,quadgrams,down agree,2,,0,,,0,0.0,False
no go criteria that,2,CONTROL,S7,quadgrams,no go criteria,3,,0,,,0,0.0,False
are your worries about,2,CONTROL,S7,quadgrams,worries about,2,,0,,,0,0.0,False
she respects a staged,2,CONTROL,S7,quadgrams,she respects staged,3,,0,,,0,0.0,False
when you slow things,2,CONTROL,S7,quadgrams,slow things,2,,0,,,0,0.0,False
you slow things down,2,CONTROL,S7,quadgrams,slow things down,3,,0,,,0,0.0,False
because it s emotionally,2,CONTROL,S7,quadgrams,because emotionally,2,,0,,,0,0.0,False
month trial living there,2,CONTROL,S7,quadgrams,month trial living,3,,0,,,0,0.0,False
give up healthcare eligibility,2,CONTROL,S7,quadgrams,give up healthcare eligibility,4,,0,,healthcare|health,2,0.25,False
up healthcare eligibility i,2,CONTROL,S7,quadgrams,up healthcare eligibility i,4,,0,,healthcare|health,2,0.25,False
healthcare eligibility i can,2,CONTROL,S7,quadgrams,healthcare eligibility i,3,,0,,healthcare|health,2,0.3333333333333333,False
eligibility i can help,2,CONTROL,S7,quadgrams,eligibility i help,3,,0,,,0,0.0,False
a staged path that,2,CONTROL,S7,quadgrams,staged path,2,,0,,,0,0.0,False
relocation marriage shared assets,2,CONTROL,S7,quadgrams,relocation marriage shared assets,4,,0,,marriage|relocat|relocation,3,0.5,False
marriage shared assets giving,2,CONTROL,S7,quadgrams,marriage shared assets giving,4,,0,,marriage,1,0.25,False
shared assets giving up,2,CONTROL,S7,quadgrams,shared assets giving up,4,,0,,,0,0.0,False
permanent move until healthcare,2,CONTROL,S7,quadgrams,permanent move until healthcare,4,,0,,healthcare|health,2,0.25,False
m choosing you because,2,CONTROL,S7,quadgrams,m choosing because,3,,0,,,0,0.0,False
your home base you,2,CONTROL,S7,quadgrams,home base,2,,0,,,0,0.0,False
whether you d have,2,CONTROL,S7,quadgrams,whether d have,3,,0,,,0,0.0,False
you d have your,2,CONTROL,S7,quadgrams,d have,2,,0,,,0,0.0,False
d have your own,2,CONTROL,S7,quadgrams,d have own,3,,0,,,0,0.0,False
have your own accommodation,2,CONTROL,S7,quadgrams,have own accommodation,3,,0,,,0,0.0,False
the children issue is,2,CONTROL,S7,quadgrams,children issue,2,,0,,children,1,0.5,False
you may be underestimating,2,CONTROL,S7,quadgrams,may underestimating,2,,0,,,0,0.0,False
at least a couple,2,CONTROL,S7,quadgrams,least couple,2,,0,,,0,0.0,False
least a couple of,2,CONTROL,S7,quadgrams,least couple,2,,0,,,0,0.0,False
you d go for,2,CONTROL,S7,quadgrams,d go,2,,0,,,0,0.0,False
d go for complex,2,CONTROL,S7,quadgrams,d go complex,3,,0,,,0,0.0,False
children vasectomy marriage expectations,2,CONTROL,S7,quadgrams,children vasectomy marriage expectations,4,,0,,marriage|children|vasectomy,3,0.75,True
yes to the three,2,CONTROL,S7,quadgrams,yes three,2,,0,,,0,0.0,False
to the three month,2,CONTROL,S7,quadgrams,three month,2,,0,,,0,0.0,False
the three month trial,2,CONTROL,S7,quadgrams,three month trial,3,,0,,,0,0.0,False
and a midpoint review,2,CONTROL,S7,quadgrams,midpoint review,2,,0,,,0,0.0,False
a couple of contacts,2,CONTROL,S7,quadgrams,couple contacts,2,,0,,,0,0.0,False
children your vasectomy and,2,CONTROL,S7,quadgrams,children vasectomy,2,,0,,children|vasectomy,2,1.0,True
plan what happens if,2,CONTROL,S7,quadgrams,plan happens,2,,0,,,0,0.0,False
you get sick there,2,CONTROL,S7,quadgrams,get sick,2,,0,,,0,0.0,False
you may not want,6,HYBRID_3_5,S7,quadgrams,may want,2,,0,,,0,0.0,False
may not want to,6,HYBRID_3_5,S7,quadgrams,may want,2,,0,,,0,0.0,False
not want to see,6,HYBRID_3_5,S7,quadgrams,want see,2,,0,,,0,0.0,False
trial relocation months with,3,HYBRID_3_5,S7,quadgrams,trial relocation months,3,,0,,relocat|relocation,2,0.3333333333333333,False
e g week and,3,HYBRID_3_5,S7,quadgrams,e g week,3,,0,,,0,0.0,False
longer normal life stay,3,HYBRID_3_5,S7,quadgrams,longer normal life stay,4,,0,,,0,0.0,False
you attend without her,3,HYBRID_3_5,S7,quadgrams,attend without her,3,,0,,,0,0.0,False
want to see that,3,HYBRID_3_5,S7,quadgrams,want see,2,,0,,,0,0.0,False
re at higher risk,2,HYBRID_3_5,S7,quadgrams,higher risk,2,practicality_and_feasibility,1,risk,,0,0.0,False
at higher risk of,2,HYBRID_3_5,S7,quadgrams,higher risk,2,practicality_and_feasibility,1,risk,,0,0.0,False
a good long term,2,HYBRID_3_5,S7,quadgrams,good long term,3,temporal_dynamics,1,long term,,0,0.0,False
and long term compromise,2,HYBRID_3_5,S7,quadgrams,long term compromise,3,temporal_dynamics,1,long term,,0,0.0,False
obligations and money boundaries,2,HYBRID_3_5,S7,quadgrams,obligations money boundaries,3,imagination_and_possibility,1,boundaries,,0,0.0,False
to fake over time,2,HYBRID_3_5,S7,quadgrams,fake over time,3,temporal_dynamics,1,over time,,0,0.0,False
your biggest structural risk,2,HYBRID_3_5,S7,quadgrams,biggest structural risk,3,practicality_and_feasibility,1,risk,,0,0.0,False
biggest structural risk if,2,HYBRID_3_5,S7,quadgrams,biggest structural risk,3,practicality_and_feasibility,1,risk,,0,0.0,False
structural risk if i,2,HYBRID_3_5,S7,quadgrams,structural risk i,3,practicality_and_feasibility,1,risk,,0,0.0,False
risk if i have,2,HYBRID_3_5,S7,quadgrams,risk i have,3,practicality_and_feasibility,1,risk,,0,0.0,False
your main risk is,2,HYBRID_3_5,S7,quadgrams,main risk,2,practicality_and_feasibility,1,risk,,0,0.0,False
you ve tested ordinary,2,HYBRID_3_5,S7,quadgrams,tested ordinary,2,,0,,,0,0.0,False
how do you want,2,HYBRID_3_5,S7,quadgrams,how want,2,,0,,,0,0.0,False
what did you learn,2,HYBRID_3_5,S7,quadgrams,did learn,2,,0,,,0,0.0,False
out loud if i,2,HYBRID_3_5,S7,quadgrams,out loud i,3,,0,,,0,0.0,False
want your life to,2,HYBRID_3_5,S7,quadgrams,want life,2,,0,,,0,0.0,False
not ready to relocate,2,HYBRID_3_5,S7,quadgrams,ready relocate,2,,0,,relocat,1,0.0,False
any permanent move keep,2,HYBRID_3_5,S7,quadgrams,any permanent move keep,4,,0,,,0,0.0,False
permanent move keep your,2,HYBRID_3_5,S7,quadgrams,permanent move keep,3,,0,,,0,0.0,False
move keep your home,2,HYBRID_3_5,S7,quadgrams,move keep home,3,,0,,,0,0.0,False
pre existing conditions and,2,HYBRID_3_5,S7,quadgrams,pre existing conditions,3,,0,,,0,0.0,False
your need to go,2,HYBRID_3_5,S7,quadgrams,need go,2,,0,,,0,0.0,False
need to go slowly,2,HYBRID_3_5,S7,quadgrams,need go slowly,3,,0,,,0,0.0,False
isolate you from independent,2,HYBRID_3_5,S7,quadgrams,isolate independent,2,,0,,,0,0.0,False
still have been a,2,HYBRID_3_5,S7,quadgrams,still have been,3,,0,,,0,0.0,False
or choosing relief from,2,HYBRID_3_5,S7,quadgrams,choosing relief,2,,0,,,0,0.0,False
choosing relief from loneliness,2,HYBRID_3_5,S7,quadgrams,choosing relief loneliness,3,,0,,loneliness,1,0.3333333333333333,False
supports a staged plan,2,HYBRID_3_5,S7,quadgrams,supports staged plan,3,,0,,,0,0.0,False
way to honor the,2,HYBRID_3_5,S7,quadgrams,way honor,2,,0,,,0,0.0,False
then ask what do,2,HYBRID_3_5,S7,quadgrams,then ask,2,,0,,,0,0.0,False
finances separate during the,2,HYBRID_3_5,S7,quadgrams,finances separate during,3,,0,,,0,0.0,False
separate during the trial,2,HYBRID_3_5,S7,quadgrams,separate during trial,3,,0,,,0,0.0,False
during the trial if,2,HYBRID_3_5,S7,quadgrams,during trial,2,,0,,,0,0.0,False
while you re still,2,HYBRID_3_5,S7,quadgrams,while still,2,,0,,,0,0.0,False
family obligations and money,2,HYBRID_3_5,S7,quadgrams,family obligations money,3,,0,,,0,0.0,False
no major asset purchases,2,HYBRID_3_5,S7,quadgrams,no major asset purchases,4,,0,,,0,0.0,False
you want to give,2,HYBRID_3_5,S7,quadgrams,want give,2,,0,,,0,0.0,False
insurance you can actually,2,HYBRID_3_5,S7,quadgrams,insurance actually,2,,0,,,0,0.0,False
finances separate at first,2,HYBRID_3_5,S7,quadgrams,finances separate first,3,,0,,,0,0.0,False
about children marriage family,2,HYBRID_3_5,S7,quadgrams,about children marriage family,4,,0,,marriage|children,2,0.5,False
children marriage family obligations,2,HYBRID_3_5,S7,quadgrams,children marriage family obligations,4,,0,,marriage|children,2,0.5,False
feel like a team,2,HYBRID_3_5,S7,quadgrams,feel like team,3,,0,,,0,0.0,False
like a team when,2,HYBRID_3_5,S7,quadgrams,like team,2,,0,,,0,0.0,False
anything you re afraid,2,HYBRID_3_5,S7,quadgrams,anything afraid,2,,0,,,0,0.0,False
re afraid to tell,2,HYBRID_3_5,S7,quadgrams,afraid tell,2,,0,,,0,0.0,False
afraid to tell me,2,HYBRID_3_5,S7,quadgrams,afraid tell,2,,0,,,0,0.0,False
to tell me because,2,HYBRID_3_5,S7,quadgrams,tell because,2,,0,,,0,0.0,False
tell me because you,2,HYBRID_3_5,S7,quadgrams,tell because,2,,0,,,0,0.0,False
me because you think,2,HYBRID_3_5,S7,quadgrams,because think,2,,0,,,0,0.0,False
because you think i,2,HYBRID_3_5,S7,quadgrams,because think i,3,,0,,,0,0.0,False
you think i might,2,HYBRID_3_5,S7,quadgrams,think i might,3,,0,,,0,0.0,False
think i might not,2,HYBRID_3_5,S7,quadgrams,think i might,3,,0,,,0,0.0,False
i might not move,2,HYBRID_3_5,S7,quadgrams,i might move,3,,0,,,0,0.0,False
might not move if,2,HYBRID_3_5,S7,quadgrams,might move,2,,0,,,0,0.0,False
not move if i,2,HYBRID_3_5,S7,quadgrams,move i,2,,0,,,0,0.0,False
move if i know,2,HYBRID_3_5,S7,quadgrams,move i know,3,,0,,,0,0.0,False
i know it asked,2,HYBRID_3_5,S7,quadgrams,i know asked,3,,0,,,0,0.0,False
this often surfaces the,2,HYBRID_3_5,S7,quadgrams,often surfaces,2,,0,,,0,0.0,False
often surfaces the real,2,HYBRID_3_5,S7,quadgrams,often surfaces real,3,,0,,,0,0.0,False
separate finances during the,2,HYBRID_3_5,S7,quadgrams,separate finances during,3,,0,,,0,0.0,False
finances during the trial,2,HYBRID_3_5,S7,quadgrams,finances during trial,3,,0,,,0,0.0,False
clinic hospital you d,2,HYBRID_3_5,S7,quadgrams,clinic hospital d,3,,0,,,0,0.0,False
community join at least,2,HYBRID_3_5,S7,quadgrams,community join least,3,,0,,,0,0.0,False
recurring groups you attend,2,HYBRID_3_5,S7,quadgrams,recurring groups attend,3,,0,,,0,0.0,False
groups you attend without,2,HYBRID_3_5,S7,quadgrams,groups attend without,3,,0,,,0,0.0,False
your home country plus,2,HYBRID_3_5,S7,quadgrams,home country plus,3,,0,,,0,0.0,False
you already see the,2,HYBRID_3_5,S7,quadgrams,already see,2,,0,,,0,0.0,False
the questions that prevent,2,HYBRID_3_5,S7,quadgrams,questions prevent,2,,0,,,0,0.0,False
role would you want,2,HYBRID_3_5,S7,quadgrams,role want,2,,0,,,0,0.0,False
so you stay my,2,HYBRID_3_5,S7,quadgrams,stay my,2,,0,,,0,0.0,False
you stay my partner,2,HYBRID_3_5,S7,quadgrams,stay my partner,3,,0,,partner,1,0.3333333333333333,False
stay my partner not,2,HYBRID_3_5,S7,quadgrams,stay my partner,3,,0,,partner,1,0.3333333333333333,False
my partner not my,2,HYBRID_3_5,S7,quadgrams,my partner my,3,,0,,partner,1,0.3333333333333333,False
partner not my nurse,2,HYBRID_3_5,S7,quadgrams,partner my nurse,3,,0,,partner,1,0.3333333333333333,False
scarcity thinking if this,2,HYBRID_3_5,S7,quadgrams,scarcity thinking,2,,0,,scarcity,1,0.5,False
your stance on children,2,HYBRID_3_5,S7,quadgrams,stance children,2,,0,,children,1,0.5,False
stance on children marriage,2,HYBRID_3_5,S7,quadgrams,stance children marriage,3,,0,,marriage|children,2,0.6666666666666666,False
on children marriage and,2,HYBRID_3_5,S7,quadgrams,children marriage,2,,0,,marriage|children,2,1.0,True
in stages so i,2,HYBRID_3_5,S7,quadgrams,stages i,2,,0,,,0,0.0,False
stages so i don,2,HYBRID_3_5,S7,quadgrams,stages i,2,,0,,,0,0.0,False
last chance pressure without,2,HYBRID_3_5,S7,quadgrams,last chance pressure without,4,,0,,last chance,1,0.5,False
chance pressure without stalling,2,HYBRID_3_5,S7,quadgrams,chance pressure without stalling,4,,0,,,0,0.0,False
pressure without stalling the,2,HYBRID_3_5,S7,quadgrams,pressure without stalling,3,,0,,,0,0.0,False
without stalling the relationship,2,HYBRID_3_5,S7,quadgrams,without stalling relationship,3,,0,,relationship,1,0.3333333333333333,False
looks like it sounds,2,HYBRID_3_5,S7,quadgrams,looks like sounds,3,,0,,,0,0.0,False
like it sounds like,2,HYBRID_3_5,S7,quadgrams,like sounds like,3,,0,,,0,0.0,False
my relationship with my,2,HYBRID_3_5,S7,quadgrams,my relationship my,3,,0,,relationship,1,0.3333333333333333,False
relationship with my children,2,HYBRID_3_5,S7,quadgrams,relationship my children,3,,0,,relationship|children,2,0.6666666666666666,False
you want to hear,2,HYBRID_3_5,S7,quadgrams,want hear,2,,0,,,0,0.0,False
children no yes unsure,2,HYBRID_3_5,S7,quadgrams,children no yes unsure,4,,0,,children,1,0.25,False
no yes unsure and,2,HYBRID_3_5,S7,quadgrams,no yes unsure,3,,0,,,0,0.0,False
decision gate non negotiable,2,HYBRID_3_5,S7,quadgrams,decision gate non negotiable,4,,0,,,0,0.0,False
join at least recurring,2,HYBRID_3_5,S7,quadgrams,join least recurring,3,,0,,,0,0.0,False
attend without her logistics,2,HYBRID_3_5,S7,quadgrams,attend without her logistics,4,,0,,,0,0.0,False
without her logistics you,2,HYBRID_3_5,S7,quadgrams,without her logistics,3,,0,,,0,0.0,False
her logistics you can,2,HYBRID_3_5,S7,quadgrams,her logistics,2,,0,,,0,0.0,False
keep finances separate and,2,HYBRID_3_5,S7,quadgrams,keep finances separate,3,,0,,,0,0.0,False
set a review date,2,HYBRID_3_5,S7,quadgrams,set review date,3,,0,,,0,0.0,False
long visits meeting her,2,HYBRID_3_5,S7,quadgrams,long visits meeting her,4,,0,,,0,0.0,False
visits meeting her circle,2,HYBRID_3_5,S7,quadgrams,visits meeting her circle,4,,0,,,0,0.0,False
the month trial in,2,HYBRID_3_5,S7,quadgrams,month trial,2,,0,,,0,0.0,False
build your independence language,2,HYBRID_3_5,S7,quadgrams,build independence language,3,,0,,,0,0.0,False
or in week children,2,HYBRID_3_5,S7,quadgrams,week children,2,,0,,children,1,0.5,False
in week children vasectomy,2,HYBRID_3_5,S7,quadgrams,week children vasectomy,3,,0,,children|vasectomy,2,0.6666666666666666,False
vasectomy does she want,2,HYBRID_3_5,S7,quadgrams,vasectomy does she want,4,,0,,vasectomy,1,0.25,False
she want children how,2,HYBRID_3_5,S7,quadgrams,she want children how,4,,0,,children,1,0.25,False
extend trial split base,2,HYBRID_3_5,S7,quadgrams,extend trial split base,4,,0,,,0,0.0,False
a funded emergency plan,2,HYBRID_3_5,S7,quadgrams,funded emergency plan,3,,0,,,0,0.0,False
the clear move is,2,HYBRID_3_5,S7,quadgrams,clear move,2,,0,,,0,0.0,False
at least recurring activities,2,HYBRID_3_5,S7,quadgrams,least recurring activities,3,,0,,,0,0.0,False
do you feel respected,2,HYBRID_3_5,S7,quadgrams,feel respected,2,,0,,,0,0.0,False
you may be missing,8,HYBRID_SEMANTIC,S7,quadgrams,may missing,2,,0,,,0,0.0,False
avoided because it can,4,HYBRID_SEMANTIC,S7,quadgrams,avoided because,2,,0,,,0,0.0,False
pre commit to a,3,HYBRID_SEMANTIC,S7,quadgrams,pre commit,2,,0,,,0,0.0,False
don t renegotiate under,3,HYBRID_SEMANTIC,S7,quadgrams,renegotiate under,2,,0,,,0,0.0,False
and whether she wants,3,HYBRID_SEMANTIC,S7,quadgrams,whether she wants,3,,0,,,0,0.0,False
no irreversible steps yet,3,HYBRID_SEMANTIC,S7,quadgrams,no irreversible steps yet,4,,0,,,0,0.0,False
money norms family obligations,3,HYBRID_SEMANTIC,S7,quadgrams,money norms family obligations,4,,0,,,0,0.0,False
another trial split base,3,HYBRID_SEMANTIC,S7,quadgrams,another trial split base,4,,0,,,0,0.0,False
your risk checks a,2,HYBRID_SEMANTIC,S7,quadgrams,risk checks,2,practicality_and_feasibility,1,risk,,0,0.0,False
timeline for you moving,2,HYBRID_SEMANTIC,S7,quadgrams,timeline moving,2,practicality_and_feasibility,1,timeline,,0,0.0,False
you imagine our plan,2,HYBRID_SEMANTIC,S7,quadgrams,imagine our plan,3,imagination_and_possibility,1,imagine,,0,0.0,False
imagine our plan is,2,HYBRID_SEMANTIC,S7,quadgrams,imagine our plan,3,imagination_and_possibility,1,imagine,,0,0.0,False
boundaries would you want,2,HYBRID_SEMANTIC,S7,quadgrams,boundaries want,2,imagination_and_possibility,1,boundaries,,0,0.0,False
home base option until,2,HYBRID_SEMANTIC,S7,quadgrams,home base option until,4,imagination_and_possibility,1,option,,0,0.0,False
is a rare opportunity,2,HYBRID_SEMANTIC,S7,quadgrams,rare opportunity,2,imagination_and_possibility,1,opportunity,,0,0.0,False
answer isn t proof,2,HYBRID_SEMANTIC,S7,quadgrams,answer isn proof,3,truth_and_fact,1,proof,,0,0.0,False
isn t proof of,2,HYBRID_SEMANTIC,S7,quadgrams,isn proof,2,truth_and_fact,1,proof,,0,0.0,False
timeline money family expectations,2,HYBRID_SEMANTIC,S7,quadgrams,timeline money family expectations,4,practicality_and_feasibility,1,timeline,,0,0.0,False
willingness limits marriage timeline,2,HYBRID_SEMANTIC,S7,quadgrams,willingness limits marriage timeline,4,practicality_and_feasibility,1,timeline,marriage,1,0.25,False
to generate real evidence,2,HYBRID_SEMANTIC,S7,quadgrams,generate real evidence,3,truth_and_fact,1,evidence,,0,0.0,False
sessions with a couples,2,HYBRID_SEMANTIC,S7,quadgrams,sessions couples,2,,0,,,0,0.0,False
with a couples counselor,2,HYBRID_SEMANTIC,S7,quadgrams,couples counselor,2,,0,,,0,0.0,False
clear shared expense method,2,HYBRID_SEMANTIC,S7,quadgrams,clear shared expense method,4,,0,,,0,0.0,False
to return home quickly,2,HYBRID_SEMANTIC,S7,quadgrams,return home quickly,3,,0,,,0,0.0,False
question becomes how do,2,HYBRID_SEMANTIC,S7,quadgrams,question becomes how,3,,0,,,0,0.0,False
becomes how do you,2,HYBRID_SEMANTIC,S7,quadgrams,becomes how,2,,0,,,0,0.0,False
