level,system,expression_group_layer,expression_group,ngram,total_count,row_occurrences,scenario_count,scenarios,matched_constraints,scenario_heavy_hits
quadgrams,CONTROL,constraint_aligned,truth,verify against the repo,2,1,1,S5,truth_and_fact,0
quadgrams,CONTROL,constraint_aligned,truth,waiver week review uncertain,2,1,1,S1,truth_and_fact,0
quadgrams,CONTROL,constraint_aligned,truth,week review uncertain outcome,2,1,1,S1,truth_and_fact,0
quadgrams,CONTROL,cross_cutting,warning,a higher governance risk,2,1,1,S1,practicality_and_feasibility,0
quadgrams,CONTROL,cross_cutting,warning,case hazard analysis fmea,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,warning,high consequence operational hazard,2,1,1,S3,practicality_and_feasibility,0
quadgrams,CONTROL,cross_cutting,warning,higher governance risk architecture,2,1,1,S1,practicality_and_feasibility,0
quadgrams,CONTROL,cross_cutting,warning,safety case hazard analysis,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,warning,tail risk before permanence,2,1,1,S7,practicality_and_feasibility,0
quadgrams,CONTROL,cross_cutting,warning,written safety case hazard,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,technical authority sign off,7,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,responsible technical authority sign,5,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,or designated safety authority,4,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,authority sign off chief,3,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,authority must sign the,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,choosing relief from loneliness,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,designated safety authority has,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,or choosing relief from,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,responsible technical authority will,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,so the modular choice,2,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,the responsible technical authority,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,conditions,rut staleness risk unless,2,1,1,S5,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,conditions,unless novagrid s incident,2,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,may not want to,6,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,you may not want,6,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,more likely to be,3,1,1,S5,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,can make continuity mostly,2,1,1,S5,temporal_dynamics,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,continuity more likely to,2,1,1,S5,temporal_dynamics,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,i might not move,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,is least likely to,2,1,1,S5,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,isolation is least likely,2,1,1,S5,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,it tends to preserve,2,1,1,S5,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,launch broadly with a,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,likely to be net,2,1,1,S5,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,make continuity more likely,2,1,1,S5,temporal_dynamics,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,might not move if,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,often surfaces the real,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,previously tried may be,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,imagination_and_possibility,active superseded failed tentative,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,imagination_and_possibility,commercial pilot limited availability,2,1,1,S3,imagination_and_possibility,0
quadgrams,HYBRID_3_5,constraint_aligned,imagination_and_possibility,debugging attempts speculative hypotheses,2,1,1,S5,imagination_and_possibility;truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,imagination_and_possibility,redacted i can draft,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,brief adrs conventions constraints,5,1,1,S5,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,adrs conventions constraints glossary,3,1,1,S5,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,bounded entry into service,3,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,dated plan for the,3,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,export timing plans config,3,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,ownership export timing plans,3,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,plan for the shielding,3,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,timing plans config logs,3,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,90k annual cloud cost,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,a constrained entry into,2,1,1,S3,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,a dated plan for,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,a funded emergency plan,2,1,1,S7,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,a spares plan delivered,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,broad ga launch under,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,build your independence language,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,isn t hostage priced,4,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,exit isn t hostage,3,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,so exit isn t,3,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,wrong in year one,3,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,decision gate non negotiable,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,doesn t mean novagrid,2,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,often surfaces the real,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,service credits hard cap,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,something minor goes wrong,2,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,that doesn t mean,2,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,the lowest approval friction,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,this often surfaces the,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,users can t correct,2,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,pre priced transition assistance,3,1,1,S1,temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,predictable long term operating,3,1,1,S1,temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,zones can shift and,3,1,1,S3,temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,a good long term,2,1,1,S7,temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,add vectors later keep,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,and long term compromise,2,1,1,S7,temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,data export transition assistance,2,1,1,S1,temporal_dynamics;truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,fresh eyes mode is,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,fresh eyes mode that,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,fresh eyes mode toggle,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,in stages so i,2,1,1,S7,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,is long horizon and,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,it tends to preserve,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,less long horizon evidence,2,1,1,S1,truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,long horizon and the,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,acceptance testing and contract,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,added integration testing complexity,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,an escalation stress test,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,and provenance from day,2,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,api interface access documented,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,as evidence not truth,2,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,avoids the most uncertain,2,1,1,S1,truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,blocks volatile evidence retrieval,2,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,compatibility checks against current,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,design freeze build validation,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,documented formats include a,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,documented formats sample export,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,evidence items influenced the,2,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,exportable in documented formats,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,field re test with,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,warning,non stationary emi risk,4,1,1,S3,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,resignation threat is real,3,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,warning,and narrative risk even,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,at higher risk of,2,1,1,S7,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,at risk due to,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,biggest structural risk if,2,1,1,S7,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,know the resignation threat,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,warning,narrative risk even if,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,re at higher risk,2,1,1,S7,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,risk and narrative risk,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,risk if i have,2,1,1,S7,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,risk if you share,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,risk lock in resilience,2,1,1,S1,practicality_and_feasibility;temporal_dynamics,0
quadgrams,HYBRID_3_5,cross_cutting,warning,rut staleness risk unless,2,1,1,S5,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,structural risk if i,2,1,1,S7,practicality_and_feasibility,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,autonomy_sovereignty,authority and always cited,2,1,1,S5,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,autonomy_sovereignty,best reasons to choose,2,1,1,S1,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,autonomy_sovereignty,occur stop deploy authority,2,1,1,S3,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,autonomy_sovereignty,you choose continuity via,2,1,1,S5,temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,autonomy_sovereignty,you re deciding whether,2,1,1,S3,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,and whether she wants,3,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,can expire unless reaffirmed,2,1,1,S5,temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,care happens whether either,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,complex care happens whether,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,country and whether marriage,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,country and whether she,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,for paid help whether,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,happens whether either of,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,is and whether she,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,paid help whether she,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,the country whether she,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,tickets retrieved only when,2,1,1,S5,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,viable alternative only if,2,1,1,S1,imagination_and_possibility,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,whether chat can be,2,1,1,S5,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,conditions,whether she supports your,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,hedging,you may be missing,8,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,hedging,could occur over a,2,1,1,S3,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,hedging,in a way council,2,1,1,S1,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,a pilot acceptance phase,3,1,1,S3,imagination_and_possibility;temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,early access production pilot,3,1,1,S3,imagination_and_possibility,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,a paid production pilot,2,1,1,S3,imagination_and_possibility,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,a phased rollout pilot,2,1,1,S1,imagination_and_possibility;temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,a pilot corridor prove,2,1,1,S1,imagination_and_possibility,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,a viable alternative only,2,1,1,S1,imagination_and_possibility,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,care happens whether either,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,contract into a pilot,2,1,1,S3,imagination_and_possibility,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,durable truth from exploration,2,1,1,S5,imagination_and_possibility;truth_and_fact,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,happens whether either of,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,imagine our plan is,2,1,1,S7,imagination_and_possibility,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,paid production pilot in,2,1,1,S3,imagination_and_possibility,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,phased rollout pilot corridor,2,1,1,S1,imagination_and_possibility;temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,pilot acceptance phase with,2,1,1,S3,imagination_and_possibility;temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,imagination_and_possibility,pilot corridor prove stability,2,1,1,S1,imagination_and_possibility,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,plans logs and performance,3,1,1,S1,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,timing plans logs and,3,1,1,S1,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,a phased rollout pilot,2,1,1,S1,imagination_and_possibility;temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,a real schedule threat,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,a viable alternative only,2,1,1,S1,imagination_and_possibility,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,active superseded links constraints,2,1,1,S5,practicality_and_feasibility,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,and a liquidity buffer,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,bound or fixed escalator,2,1,1,S1,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,bound the interference risk,2,1,1,S3,practicality_and_feasibility,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,buffer so a crisis,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,by default decisions constraints,2,1,1,S5,practicality_and_feasibility,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,can occur stop deploy,2,1,1,S3,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,case for that limited,2,1,1,S3,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,case for the launch,2,1,1,S3,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,practical_considerations_and_execution,commercial mining launch under,2,1,1,S3,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,smoothing,docs merged code adrs,2,1,1,S5,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,doesn t equal site,3,1,1,S3,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,s clearly wrong you,3,1,1,S1,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,a crisis doesn t,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,abort doesn t equal,2,1,1,S3,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,answer isn t proof,2,1,1,S7,truth_and_fact,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,are non negotiable to,2,1,1,S5,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,code that doesn t,2,1,1,S5,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,crisis doesn t force,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,doesn t force asset,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,event doesn t equal,2,1,1,S3,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,if civitas cannot meet,2,1,1,S1,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,in practice conflict repair,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,isn t proof of,2,1,1,S7,truth_and_fact,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,it confidently remembered wrong,2,1,1,S5,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,surfacing,non negotiable to avoid,2,1,1,S5,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,transition assistance priced now,6,1,1,S1,temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,case for the early,4,1,1,S3,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,priced transition assistance incident,4,1,1,S1,temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,the early access envelope,4,1,1,S3,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,a pilot acceptance phase,3,1,1,S3,imagination_and_possibility;temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,early access production pilot,3,1,1,S3,imagination_and_possibility,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,irrelevant outdated never use,3,1,1,S5,temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,outdated never use again,3,1,1,S5,temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,a phased rollout pilot,2,1,1,S1,imagination_and_possibility;temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,and transition assistance priced,2,1,1,S1,temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,can expire unless reaffirmed,2,1,1,S5,temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,cost exposure operational maturity,2,1,1,S1,practicality_and_feasibility;temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,deliverable not a future,2,1,1,S1,temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,documented formats exit transition,2,1,1,S1,temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,temporal_projection,documented formats priced transition,2,1,1,S1,temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,on demand evidence retrieval,4,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,acceptance tested time to,2,1,1,S1,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,acceptance testing and burn,2,1,1,S1,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,and acceptance tested time,2,1,1,S1,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,answer isn t proof,2,1,1,S7,truth_and_fact,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,as evidence in b,2,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,audit trail degraded mode,2,1,1,S1,,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,confirmed root causes fixes,2,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,constraints conventions glossary confirmed,2,1,1,S5,practicality_and_feasibility;truth_and_fact,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,documented formats exit transition,2,1,1,S1,temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,documented formats priced transition,2,1,1,S1,temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,durable truth from exploration,2,1,1,S5,imagination_and_possibility;truth_and_fact,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,editable diffable source linked,2,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,evidence in b under,2,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_SEMANTIC,constraint_aligned,truth,how to check ask,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,warning,a real schedule threat,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,warning,and continuity risks and,2,1,1,S1,practicality_and_feasibility;temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,warning,bound the interference risk,2,1,1,S3,practicality_and_feasibility,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,warning,feeds isolation argument risk,2,1,1,S5,practicality_and_feasibility,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,warning,plan for serious illness,2,1,1,S7,,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,warning,real schedule threat modular,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,warning,risk frequent retrieval of,2,1,1,S5,practicality_and_feasibility,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,warning,supply chain risk than,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,warning,the interference risk at,2,1,1,S3,practicality_and_feasibility,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,warning,the risk is real,2,1,1,S5,practicality_and_feasibility,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,warning,your risk checks a,2,1,1,S7,practicality_and_feasibility,0
trigrams,AC15,cross_cutting,autonomy_sovereignty,a binary choice,2,1,1,S3,,0
trigrams,AC15,cross_cutting,autonomy_sovereignty,decision authority if,2,1,1,S7,,0
trigrams,AC15,cross_cutting,autonomy_sovereignty,evidence not authority,2,1,1,S5,truth_and_fact,0
trigrams,AC15,cross_cutting,autonomy_sovereignty,medical decision authority,2,1,1,S7,,0
trigrams,AC15,cross_cutting,conditions,citizenship and whether,2,1,1,S7,,0
trigrams,AC15,cross_cutting,conditions,contingent on passing,2,1,1,S1,,0
trigrams,AC15,cross_cutting,conditions,days unless promoted,2,1,1,S5,,0
trigrams,AC15,cross_cutting,conditions,unless downtime is,2,1,1,S3,,0
trigrams,AC15,cross_cutting,conditions,whether her future,2,1,1,S7,temporal_dynamics,0
trigrams,AC15,cross_cutting,hedging,appears to best,2,1,1,S1,,0
trigrams,AC15,cross_cutting,hedging,controllers typically mean,2,1,1,S1,,0
trigrams,AC15,cross_cutting,hedging,could be love,2,1,1,S7,,0
trigrams,AC15,cross_cutting,hedging,kind of urgency,2,1,1,S7,,0
trigrams,AC15,cross_cutting,hedging,likely stronger in,2,1,1,S1,,0
trigrams,AC15,cross_cutting,hedging,motivations could be,2,1,1,S7,,0
trigrams,AC15,cross_cutting,hedging,performers tend to,2,1,1,S7,,0
trigrams,AC15,cross_cutting,hedging,re statistically likely,2,1,1,S3,,0
trigrams,AC15,cross_cutting,hedging,situation that typically,2,1,1,S7,,0
trigrams,AC15,cross_cutting,hedging,standard controllers typically,2,1,1,S1,,0
trigrams,AC15,cross_cutting,hedging,statistically likely to,2,1,1,S3,,0
trigrams,AC15,cross_cutting,hedging,tends to sound,2,1,1,S7,,0
trigrams,AC15,cross_cutting,hedging,these become likely,2,1,1,S3,,0
trigrams,AC15,constraint_aligned,imagination_and_possibility,a true pilot,3,1,1,S7,imagination_and_possibility,0
trigrams,AC15,constraint_aligned,imagination_and_possibility,complex care pathway,2,1,1,S7,imagination_and_possibility,0
trigrams,AC15,constraint_aligned,imagination_and_possibility,pilot plan with,2,1,1,S7,imagination_and_possibility,0
trigrams,AC15,constraint_aligned,imagination_and_possibility,plan so neither,2,1,1,S7,,0
trigrams,AC15,constraint_aligned,imagination_and_possibility,prototype validated evt,2,1,1,S3,imagination_and_possibility,0
