level,system,expression_group_layer,expression_group,expression_subgroup,ngram,total_count,row_occurrences,scenario_count,scenarios,matched_constraints,scenario_heavy_hits
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,action_and_execution,of the launch partner,2,1,1,S3,,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,action_and_execution,plan what happens if,2,1,1,S7,,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,conventions constraints system map,7,1,1,S5,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,decisions conventions constraints system,6,1,1,S5,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,a constrained commercial deployment,3,1,1,S3,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,notebook decisions conventions constraints,3,1,1,S5,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,a constrained commercial release,2,1,1,S3,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,as decision convention constraint,2,1,1,S5,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,cloud exception path practical,2,1,1,S1,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,constraints conventions system map,2,1,1,S5,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,emergency services incident adaptive,2,1,1,S1,temporal_dynamics,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,is case by case,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,the city s constraints,2,1,1,S1,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,o m cost predictability,4,1,1,S1,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,a revised schedule that,2,1,1,S1,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,lois msas contingent on,2,1,1,S3,,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,msas contingent on the,2,1,1,S3,,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,revised schedule that still,2,1,1,S1,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,schedule that still meets,2,1,1,S1,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,slas incident rca timelines,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,term o m cost,2,1,1,S1,practicality_and_feasibility,0
quadgrams,CONTROL,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,timeline money and family,2,1,1,S7,practicality_and_feasibility;temporal_dynamics,0
quadgrams,CONTROL,cross_cutting,surfacing,confrontation,emergency services isn t,4,1,1,S1,,0
quadgrams,CONTROL,cross_cutting,surfacing,confrontation,doesn t consume her,3,1,1,S7,,0
quadgrams,CONTROL,cross_cutting,surfacing,confrontation,life that isn t,2,1,1,S7,,0
quadgrams,CONTROL,cross_cutting,surfacing,confrontation,that doesn t consume,2,1,1,S7,,0
quadgrams,CONTROL,cross_cutting,surfacing,friction_exposed,are meaningful green flags,2,1,1,S7,,0
quadgrams,CONTROL,cross_cutting,surfacing,friction_exposed,hard filters branch main,2,1,1,S5,,0
quadgrams,CONTROL,cross_cutting,surfacing,friction_exposed,hard filters first repo,2,1,1,S5,,0
quadgrams,CONTROL,cross_cutting,surfacing,hard_limit_refusal,authority won t sign,3,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,surfacing,hard_limit_refusal,safety authority won t,3,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,surfacing,hard_limit_refusal,a non negotiable hardware,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,surfacing,hard_limit_refusal,cannot be launched outside,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,surfacing,hard_limit_refusal,cannot be the primary,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,surfacing,hard_limit_refusal,missions cannot be launched,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,surfacing,tension_exposure,basic repo conflict checks,2,1,1,S5,,0
quadgrams,CONTROL,cross_cutting,surfacing,tension_exposure,don t avoid disagreements,2,1,1,S7,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,change_and_rate,a staged path that,2,1,1,S7,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,change_and_rate,a staged rollout plan,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,change_and_rate,and a staged plan,2,1,1,S7,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,change_and_rate,and a staged rollout,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,change_and_rate,maturity covenants control rights,2,1,1,S3,temporal_dynamics,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,change_and_rate,need for a staged,2,1,1,S7,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,change_and_rate,she respects a staged,2,1,1,S7,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,change_and_rate,staged plan that keeps,2,1,1,S7,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,change_and_rate,staged rollout plan with,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,change_and_rate,terms rate maturity covenants,2,1,1,S3,temporal_dynamics,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,change_and_rate,zones can shift static,2,1,1,S3,temporal_dynamics,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,decay_and_currency,fresh eyes notebook repo,2,1,1,S5,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,decay_and_currency,that preserves fresh eyes,2,1,1,S5,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,past_present_future,to compete future components,3,1,1,S1,temporal_dynamics,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,past_present_future,right to compete future,2,1,1,S1,temporal_dynamics,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,robustness_and_resilience,to preserve exit leverage,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,time_horizons,long term o m,4,1,1,S1,temporal_dynamics,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,time_horizons,ability to change later,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,time_horizons,commercial early access launch,2,1,1,S3,,1
quadgrams,CONTROL,constraint_aligned,temporal_projection,time_horizons,delivered early milestone based,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,time_horizons,documentation delivered early milestone,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,time_horizons,early milestone based payments,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,time_horizons,healthcare and long term,2,1,1,S7,temporal_dynamics,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,time_horizons,interface documentation delivered early,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,temporal_projection,time_horizons,module tags recency window,2,1,1,S5,temporal_dynamics,0
quadgrams,CONTROL,constraint_aligned,truth,fact_vs_interpretation,case hazard analysis fmea,2,1,1,S3,,0
quadgrams,CONTROL,constraint_aligned,truth,fact_vs_interpretation,safety case hazard analysis,2,1,1,S3,,0
quadgrams,CONTROL,constraint_aligned,truth,uncertainty_marking,waiver week review uncertain,2,1,1,S1,truth_and_fact,0
quadgrams,CONTROL,constraint_aligned,truth,uncertainty_marking,week review uncertain outcome,2,1,1,S1,truth_and_fact,0
quadgrams,CONTROL,constraint_aligned,truth,verification,basic repo conflict checks,2,1,1,S5,,0
quadgrams,CONTROL,constraint_aligned,truth,verification,check whether it s,2,1,1,S3,,0
quadgrams,CONTROL,constraint_aligned,truth,verification,continuum notebook gated evidence,2,1,1,S5,truth_and_fact,0
quadgrams,CONTROL,constraint_aligned,truth,verification,export test as an,2,1,1,S1,,0
quadgrams,CONTROL,constraint_aligned,truth,verification,gated vector backed evidence,2,1,1,S5,truth_and_fact,0
quadgrams,CONTROL,constraint_aligned,truth,verification,repo verification before recommending,2,1,1,S5,truth_and_fact,0
quadgrams,CONTROL,constraint_aligned,truth,verification,sanity check whether it,2,1,1,S3,,0
quadgrams,CONTROL,constraint_aligned,truth,verification,vector backed evidence index,2,1,1,S5,truth_and_fact,0
quadgrams,CONTROL,constraint_aligned,truth,verification,verify against the repo,2,1,1,S5,truth_and_fact,0
quadgrams,CONTROL,cross_cutting,warning,main,a higher governance risk,2,1,1,S1,practicality_and_feasibility,0
quadgrams,CONTROL,cross_cutting,warning,main,case hazard analysis fmea,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,warning,main,high consequence operational hazard,2,1,1,S3,practicality_and_feasibility,0
quadgrams,CONTROL,cross_cutting,warning,main,higher governance risk architecture,2,1,1,S1,practicality_and_feasibility,0
quadgrams,CONTROL,cross_cutting,warning,main,safety case hazard analysis,2,1,1,S3,,0
quadgrams,CONTROL,cross_cutting,warning,main,tail risk before permanence,2,1,1,S7,practicality_and_feasibility,0
quadgrams,CONTROL,cross_cutting,warning,main,written safety case hazard,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,single_word_markers,technical authority sign off,7,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,single_word_markers,responsible technical authority sign,5,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,single_word_markers,or designated safety authority,4,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,single_word_markers,authority sign off chief,3,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,single_word_markers,authority must sign the,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,single_word_markers,choosing relief from loneliness,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,single_word_markers,designated safety authority has,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,single_word_markers,or choosing relief from,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,single_word_markers,responsible technical authority will,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,single_word_markers,so the modular choice,2,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,autonomy_sovereignty,single_word_markers,the responsible technical authority,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,conditions,main,rut staleness risk unless,2,1,1,S5,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,conditions,main,unless novagrid s incident,2,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,multi_word_patterns,it tends to preserve,2,1,1,S5,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,may not want to,6,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,you may not want,6,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,more likely to be,3,1,1,S5,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,can make continuity mostly,2,1,1,S5,temporal_dynamics,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,continuity more likely to,2,1,1,S5,temporal_dynamics,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,i might not move,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,is least likely to,2,1,1,S5,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,isolation is least likely,2,1,1,S5,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,it tends to preserve,2,1,1,S5,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,launch broadly with a,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,likely to be net,2,1,1,S5,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,make continuity more likely,2,1,1,S5,temporal_dynamics,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,might not move if,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,often surfaces the real,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,hedging,single_word_markers,previously tried may be,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,imagination_and_possibility,exploration_within_bounds,redacted i can draft,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,imagination_and_possibility,path_toward_feasibility,commercial pilot limited availability,2,1,1,S3,imagination_and_possibility,0
quadgrams,HYBRID_3_5,constraint_aligned,imagination_and_possibility,speculative_boundary_marking,active superseded failed tentative,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,imagination_and_possibility,speculative_boundary_marking,debugging attempts speculative hypotheses,2,1,1,S5,imagination_and_possibility;truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,dated plan for the,3,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,export timing plans config,3,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,ownership export timing plans,3,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,plan for the shielding,3,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,timing plans config logs,3,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,a dated plan for,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,a funded emergency plan,2,1,1,S7,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,a spares plan delivered,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,broad ga launch under,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,build your independence language,2,1,1,S7,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,create adr from this,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,design freeze build validation,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,evp incident plans integrations,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,ga launch under proposal,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,action_and_execution,launch broadly with a,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,brief adrs conventions constraints,5,1,1,S5,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,adrs conventions constraints glossary,3,1,1,S5,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,bounded entry into service,3,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,a constrained entry into,2,1,1,S3,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,commercial pilot limited availability,2,1,1,S3,imagination_and_possibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,constrained entry into service,2,1,1,S3,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,entry into service limited,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,is the main constraint,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,limited availability counts as,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,limited availability with renegotiated,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,spine adrs conventions constraints,2,1,1,S5,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,suggest the most realistic,2,1,1,S3,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,constraints_and_tradeoffs,you ship a constrained,2,1,1,S3,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,friction_and_blockers,the lowest approval friction,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,90k annual cloud cost,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,costs while still delivering,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,net effect tighter budgets,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,operating costs while still,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,real schedule critical path,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,term operating cost stability,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,term operating costs while,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,triggering conditions with margin,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,year s tighter budget,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,practical_considerations_and_execution,resources_timing_conditions,your current fallback is,2,1,1,S3,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,confrontation,isn t hostage priced,4,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,confrontation,exit isn t hostage,3,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,confrontation,so exit isn t,3,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,confrontation,wrong in year one,3,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,confrontation,doesn t mean novagrid,2,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,confrontation,something minor goes wrong,2,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,confrontation,that doesn t mean,2,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,friction_exposed,often surfaces the real,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,friction_exposed,service credits hard cap,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,friction_exposed,the lowest approval friction,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,friction_exposed,this often surfaces the,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,hard_limit_refusal,decision gate non negotiable,2,1,1,S7,,0
quadgrams,HYBRID_3_5,cross_cutting,surfacing,hard_limit_refusal,users can t correct,2,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,change_and_rate,pre priced transition assistance,3,1,1,S1,temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,change_and_rate,zones can shift and,3,1,1,S3,temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,change_and_rate,data export transition assistance,2,1,1,S1,temporal_dynamics;truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,change_and_rate,in stages so i,2,1,1,S7,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,change_and_rate,stages so i don,2,1,1,S7,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,change_and_rate,supports a staged plan,2,1,1,S7,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,change_and_rate,transition assistance rates and,2,1,1,S1,temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,change_and_rate,transition assistance rates pre,2,1,1,S1,temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,decay_and_currency,fresh eyes mode is,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,decay_and_currency,fresh eyes mode that,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,decay_and_currency,fresh eyes mode toggle,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,decay_and_currency,provide fresh eyes mode,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,decay_and_currency,rut staleness risk unless,2,1,1,S5,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,decay_and_currency,tried may be outdated,2,1,1,S5,temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,robustness_and_resilience,it tends to preserve,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,robustness_and_resilience,risk lock in resilience,2,1,1,S1,practicality_and_feasibility;temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,robustness_and_resilience,term operating cost stability,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,predictable long term operating,3,1,1,S1,temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,a good long term,2,1,1,S7,temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,add vectors later keep,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,and long term compromise,2,1,1,S7,temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,is long horizon and,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,less long horizon evidence,2,1,1,S1,truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,long horizon and the,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,most predictable long term,2,1,1,S1,temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,spares plan delivered early,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,to fake over time,2,1,1,S7,temporal_dynamics,0
quadgrams,HYBRID_3_5,constraint_aligned,temporal_projection,time_horizons,work is long horizon,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,fact_vs_interpretation,as evidence not truth,2,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,uncertainty_marking,avoids the most uncertain,2,1,1,S1,truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,acceptance testing and contract,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,added integration testing complexity,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,an escalation stress test,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,and provenance from day,2,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,api interface access documented,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,as evidence not truth,2,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,blocks volatile evidence retrieval,2,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,compatibility checks against current,2,1,1,S5,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,design freeze build validation,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,documented formats include a,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,documented formats sample export,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,evidence items influenced the,2,1,1,S5,truth_and_fact,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,exportable in documented formats,2,1,1,S1,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,field re test with,2,1,1,S3,,0
quadgrams,HYBRID_3_5,constraint_aligned,truth,verification,in documented formats include,2,1,1,S1,,0
quadgrams,HYBRID_3_5,cross_cutting,warning,main,non stationary emi risk,4,1,1,S3,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,main,resignation threat is real,3,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,warning,main,and narrative risk even,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,main,at higher risk of,2,1,1,S7,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,main,at risk due to,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,main,biggest structural risk if,2,1,1,S7,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,main,know the resignation threat,2,1,1,S3,,0
quadgrams,HYBRID_3_5,cross_cutting,warning,main,narrative risk even if,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,main,re at higher risk,2,1,1,S7,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,main,risk and narrative risk,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,main,risk if i have,2,1,1,S7,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,main,risk if you share,2,1,1,S1,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,main,risk lock in resilience,2,1,1,S1,practicality_and_feasibility;temporal_dynamics,0
quadgrams,HYBRID_3_5,cross_cutting,warning,main,rut staleness risk unless,2,1,1,S5,practicality_and_feasibility,0
quadgrams,HYBRID_3_5,cross_cutting,warning,main,structural risk if i,2,1,1,S7,practicality_and_feasibility,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,autonomy_sovereignty,multi_word_patterns,you choose continuity via,2,1,1,S5,temporal_dynamics,0
quadgrams,HYBRID_SEMANTIC,cross_cutting,autonomy_sovereignty,single_word_markers,authority and always cited,2,1,1,S5,,0
