scenario,level,system,expression_group,expression_group_layer,expression_subgroup,row_count,sum_count
S1,quadgrams,AC15P,temporal_projection,constraint_aligned,time_horizons,2,5
S1,quadgrams,AC15P,truth,constraint_aligned,verification,5,10
S1,quadgrams,AC15P,warning,cross_cutting,main,5,10
S1,quadgrams,CONTROL,conditions,cross_cutting,main,2,5
S1,quadgrams,CONTROL,hedging,cross_cutting,multi_word_patterns,1,2
S1,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,10,29
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,action_and_execution,3,6
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,4,8
S1,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,6,14
S1,quadgrams,CONTROL,surfacing,cross_cutting,confrontation,1,4
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,change_and_rate,3,6
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,past_present_future,2,5
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,robustness_and_resilience,1,2
S1,quadgrams,CONTROL,temporal_projection,constraint_aligned,time_horizons,6,14
S1,quadgrams,CONTROL,truth,constraint_aligned,uncertainty_marking,2,4
S1,quadgrams,CONTROL,truth,constraint_aligned,verification,1,2
S1,quadgrams,CONTROL,warning,cross_cutting,main,2,4
S1,quadgrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,single_word_markers,1,2
S1,quadgrams,HYBRID_3_5,conditions,cross_cutting,main,1,2
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,action_and_execution,6,15
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,1,2
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,friction_and_blockers,1,2
S1,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,8,16
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,confrontation,7,19
S1,quadgrams,HYBRID_3_5,surfacing,cross_cutting,friction_exposed,1,2
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,change_and_rate,4,9
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,robustness_and_resilience,2,4
S1,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,time_horizons,4,9
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,uncertainty_marking,1,2
S1,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,14,28
S1,quadgrams,HYBRID_3_5,warning,cross_cutting,main,6,12
S1,quadgrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,single_word_markers,1,2
S1,quadgrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,1,2
S1,quadgrams,HYBRID_SEMANTIC,hedging,cross_cutting,multi_word_patterns,1,2
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,exploration_within_bounds,2,4
S1,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,8,16
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,12,26
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,4,8
S1,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,10,20
S1,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,confrontation,1,3
S1,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,hard_limit_refusal,1,2
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,14,34
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,past_present_future,1,2
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,robustness_and_resilience,2,4
S1,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,time_horizons,4,8
S1,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,fact_vs_interpretation,1,2
S1,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,14,28
S1,quadgrams,HYBRID_SEMANTIC,warning,cross_cutting,main,4,8
S3,quadgrams,AC15,hedging,cross_cutting,single_word_markers,3,6
S3,quadgrams,AC15,imagination_and_possibility,constraint_aligned,exploration_within_bounds,2,4
S3,quadgrams,AC15,imagination_and_possibility,constraint_aligned,path_toward_feasibility,2,4
S3,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,7,14
S3,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,7,14
S3,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,3,6
S3,quadgrams,AC15,surfacing,cross_cutting,hard_limit_refusal,1,2
S3,quadgrams,AC15,temporal_projection,constraint_aligned,change_and_rate,1,2
S3,quadgrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,1,2
S3,quadgrams,AC15,temporal_projection,constraint_aligned,robustness_and_resilience,3,6
S3,quadgrams,AC15,temporal_projection,constraint_aligned,time_horizons,2,4
S3,quadgrams,AC15,truth,constraint_aligned,fact_vs_interpretation,2,4
S3,quadgrams,AC15,truth,constraint_aligned,verification,2,4
S3,quadgrams,AC15P,autonomy_sovereignty,cross_cutting,multi_word_patterns,1,2
S3,quadgrams,AC15P,autonomy_sovereignty,cross_cutting,single_word_markers,1,2
S3,quadgrams,AC15P,conditions,cross_cutting,main,4,10
S3,quadgrams,AC15P,hedging,cross_cutting,multi_word_patterns,1,2
S3,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,4,8
S3,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,path_toward_feasibility,3,6
S3,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,tension_as_fuel,1,2
S3,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,11,22
S3,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,7,17
S3,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,1,3
S3,quadgrams,AC15P,smoothing,cross_cutting,main,3,6
S3,quadgrams,AC15P,surfacing,cross_cutting,confrontation,1,2
S3,quadgrams,AC15P,surfacing,cross_cutting,hard_limit_refusal,4,8
S3,quadgrams,AC15P,temporal_projection,constraint_aligned,change_and_rate,3,6
S3,quadgrams,AC15P,temporal_projection,constraint_aligned,robustness_and_resilience,1,2
S3,quadgrams,AC15P,temporal_projection,constraint_aligned,time_horizons,5,12
S3,quadgrams,AC15P,truth,constraint_aligned,verification,4,8
S3,quadgrams,CONTROL,autonomy_sovereignty,cross_cutting,single_word_markers,3,9
S3,quadgrams,CONTROL,conditions,cross_cutting,main,4,8
S3,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,1,2
S3,quadgrams,CONTROL,imagination_and_possibility,constraint_aligned,tension_as_fuel,1,2
S3,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,action_and_execution,9,18
S3,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,2,5
S3,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,2,4
S3,quadgrams,CONTROL,surfacing,cross_cutting,hard_limit_refusal,6,14
S3,quadgrams,CONTROL,temporal_projection,constraint_aligned,change_and_rate,3,6
S3,quadgrams,CONTROL,temporal_projection,constraint_aligned,time_horizons,1,2
S3,quadgrams,CONTROL,truth,constraint_aligned,fact_vs_interpretation,2,4
S3,quadgrams,CONTROL,truth,constraint_aligned,verification,2,4
S3,quadgrams,CONTROL,warning,cross_cutting,main,4,8
S3,quadgrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,single_word_markers,8,27
S3,quadgrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,2,4
S3,quadgrams,HYBRID_3_5,imagination_and_possibility,constraint_aligned,exploration_within_bounds,1,2
S3,quadgrams,HYBRID_3_5,imagination_and_possibility,constraint_aligned,path_toward_feasibility,1,2
S3,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,action_and_execution,12,26
S3,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,9,19
S3,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,2,4
S3,quadgrams,HYBRID_3_5,surfacing,cross_cutting,friction_exposed,1,2
S3,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,change_and_rate,1,3
S3,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,4,8
S3,quadgrams,HYBRID_3_5,warning,cross_cutting,main,4,11
S3,quadgrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,single_word_markers,2,4
S3,quadgrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,2,4
S3,quadgrams,HYBRID_SEMANTIC,hedging,cross_cutting,single_word_markers,1,2
S3,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,10,22
S3,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,12,24
S3,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,7,14
S3,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,2,4
S3,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,confrontation,3,7
S3,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,hard_limit_refusal,2,4
S3,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,3,7
S3,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,time_horizons,5,15
S3,quadgrams,HYBRID_SEMANTIC,warning,cross_cutting,main,2,4
S5,quadgrams,AC15,conditions,cross_cutting,main,1,2
S5,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,11,25
S5,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,7,15
S5,quadgrams,AC15,surfacing,cross_cutting,confrontation,3,6
S5,quadgrams,AC15,surfacing,cross_cutting,hard_limit_refusal,2,4
S5,quadgrams,AC15,surfacing,cross_cutting,tension_exposure,1,2
S5,quadgrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,9,24
S5,quadgrams,AC15,temporal_projection,constraint_aligned,time_horizons,1,2
S5,quadgrams,AC15,truth,constraint_aligned,fact_vs_interpretation,1,2
S5,quadgrams,AC15,truth,constraint_aligned,verification,17,37
S5,quadgrams,AC15,warning,cross_cutting,main,1,2
S5,quadgrams,AC15P,conditions,cross_cutting,main,4,8
S5,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,2,4
S5,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,exploration_within_bounds,5,12
S5,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,3,7
S5,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,6,12
S5,quadgrams,AC15P,surfacing,cross_cutting,confrontation,1,2
S5,quadgrams,AC15P,surfacing,cross_cutting,friction_exposed,3,6
S5,quadgrams,AC15P,surfacing,cross_cutting,hard_limit_refusal,2,4
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,change_and_rate,1,2
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,5,13
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,robustness_and_resilience,6,16
S5,quadgrams,AC15P,temporal_projection,constraint_aligned,time_horizons,3,6
S5,quadgrams,AC15P,truth,constraint_aligned,verification,9,22
S5,quadgrams,CONTROL,autonomy_sovereignty,cross_cutting,single_word_markers,1,2
S5,quadgrams,CONTROL,hedging,cross_cutting,multi_word_patterns,1,2
S5,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,4,8
S5,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,action_and_execution,1,2
S5,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,5,20
S5,quadgrams,CONTROL,surfacing,cross_cutting,friction_exposed,2,4
S5,quadgrams,CONTROL,surfacing,cross_cutting,tension_exposure,1,2
S5,quadgrams,CONTROL,temporal_projection,constraint_aligned,decay_and_currency,2,4
S5,quadgrams,CONTROL,temporal_projection,constraint_aligned,time_horizons,1,2
S5,quadgrams,CONTROL,truth,constraint_aligned,verification,6,12
S5,quadgrams,HYBRID_3_5,conditions,cross_cutting,main,1,2
S5,quadgrams,HYBRID_3_5,hedging,cross_cutting,multi_word_patterns,1,2
S5,quadgrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,10,21
S5,quadgrams,HYBRID_3_5,imagination_and_possibility,constraint_aligned,speculative_boundary_marking,2,4
S5,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,action_and_execution,1,2
S5,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,3,10
S5,quadgrams,HYBRID_3_5,surfacing,cross_cutting,hard_limit_refusal,1,2
S5,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,decay_and_currency,6,12
S5,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,robustness_and_resilience,1,2
S5,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,time_horizons,4,8
S5,quadgrams,HYBRID_3_5,truth,constraint_aligned,fact_vs_interpretation,1,2
S5,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,9,18
S5,quadgrams,HYBRID_3_5,warning,cross_cutting,main,1,2
S5,quadgrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,multi_word_patterns,1,2
S5,quadgrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,single_word_markers,2,4
S5,quadgrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,3,6
S5,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,exploration_within_bounds,2,4
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,1,2
S5,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,9,18
S5,quadgrams,HYBRID_SEMANTIC,smoothing,cross_cutting,main,1,2
S5,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,confrontation,3,6
S5,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,hard_limit_refusal,3,6
S5,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,decay_and_currency,5,12
S5,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,robustness_and_resilience,1,2
S5,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,fact_vs_interpretation,2,4
S5,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,12,26
S5,quadgrams,HYBRID_SEMANTIC,warning,cross_cutting,main,3,6
S7,quadgrams,AC15,autonomy_sovereignty,cross_cutting,single_word_markers,1,2
S7,quadgrams,AC15,conditions,cross_cutting,main,2,4
S7,quadgrams,AC15,hedging,cross_cutting,multi_word_patterns,3,6
S7,quadgrams,AC15,hedging,cross_cutting,single_word_markers,5,10
S7,quadgrams,AC15,imagination_and_possibility,constraint_aligned,tension_as_fuel,1,2
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,10,20
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,1,2
S7,quadgrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,3,6
S7,quadgrams,AC15,smoothing,cross_cutting,main,8,17
S7,quadgrams,AC15,surfacing,cross_cutting,confrontation,1,2
S7,quadgrams,AC15,temporal_projection,constraint_aligned,change_and_rate,1,2
S7,quadgrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,2,4
S7,quadgrams,AC15,temporal_projection,constraint_aligned,time_horizons,6,13
S7,quadgrams,AC15,truth,constraint_aligned,plain_statement,2,4
S7,quadgrams,AC15,warning,cross_cutting,main,4,8
S7,quadgrams,AC15P,conditions,cross_cutting,main,5,12
S7,quadgrams,AC15P,hedging,cross_cutting,single_word_markers,7,20
S7,quadgrams,AC15P,imagination_and_possibility,constraint_aligned,tension_as_fuel,2,4
S7,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,11,25
S7,quadgrams,AC15P,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,1,2
S7,quadgrams,AC15P,surfacing,cross_cutting,confrontation,4,8
S7,quadgrams,AC15P,surfacing,cross_cutting,hard_limit_refusal,1,2
S7,quadgrams,AC15P,temporal_projection,constraint_aligned,change_and_rate,6,12
S7,quadgrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,1,2
S7,quadgrams,AC15P,temporal_projection,constraint_aligned,time_horizons,4,9
S7,quadgrams,AC15P,truth,constraint_aligned,plain_statement,2,4
S7,quadgrams,AC15P,warning,cross_cutting,main,1,2
S7,quadgrams,CONTROL,autonomy_sovereignty,cross_cutting,single_word_markers,1,2
S7,quadgrams,CONTROL,conditions,cross_cutting,main,3,6
S7,quadgrams,CONTROL,hedging,cross_cutting,single_word_markers,5,10
S7,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,action_and_execution,5,10
S7,quadgrams,CONTROL,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,1,2
S7,quadgrams,CONTROL,surfacing,cross_cutting,confrontation,3,7
S7,quadgrams,CONTROL,surfacing,cross_cutting,friction_exposed,1,2
S7,quadgrams,CONTROL,surfacing,cross_cutting,tension_exposure,1,2
S7,quadgrams,CONTROL,temporal_projection,constraint_aligned,change_and_rate,5,10
S7,quadgrams,CONTROL,temporal_projection,constraint_aligned,time_horizons,1,2
S7,quadgrams,CONTROL,warning,cross_cutting,main,1,2
S7,quadgrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,single_word_markers,2,4
S7,quadgrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,8,24
S7,quadgrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,action_and_execution,4,8
S7,quadgrams,HYBRID_3_5,surfacing,cross_cutting,friction_exposed,2,4
S7,quadgrams,HYBRID_3_5,surfacing,cross_cutting,hard_limit_refusal,1,2
S7,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,change_and_rate,3,6
S7,quadgrams,HYBRID_3_5,temporal_projection,constraint_aligned,time_horizons,3,6
S7,quadgrams,HYBRID_3_5,truth,constraint_aligned,verification,1,2
S7,quadgrams,HYBRID_3_5,warning,cross_cutting,main,7,14
S7,quadgrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,11,23
S7,quadgrams,HYBRID_SEMANTIC,hedging,cross_cutting,single_word_markers,1,8
S7,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,exploration_within_bounds,3,6
S7,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,tension_as_fuel,2,4
S7,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,6,12
S7,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,6,12
S7,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,confrontation,6,12
S7,quadgrams,HYBRID_SEMANTIC,surfacing,cross_cutting,tension_exposure,1,2
S7,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,1,2
S7,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,decay_and_currency,1,2
S7,quadgrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,time_horizons,2,4
S7,quadgrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,5,10
S7,quadgrams,HYBRID_SEMANTIC,warning,cross_cutting,main,2,4
