scenario,level,system,expression_group,expression_group_layer,ngram,count,matched_constraints,constraint_hit_count,scenario_heavy
S3,trigrams,AC15P,hedging,cross_cutting,may shift so,2,temporal_dynamics,1,False
S3,trigrams,AC15P,hedging,cross_cutting,the balance usually,2,,0,False
S3,trigrams,AC15P,hedging,cross_cutting,usually lies toward,2,,0,False
S3,trigrams,AC15P,imagination_and_possibility,constraint_aligned,as paid pilot,2,imagination_and_possibility,1,False
S3,trigrams,AC15P,imagination_and_possibility,constraint_aligned,credible injury pathway,2,imagination_and_possibility;truth_and_fact,2,False
S3,trigrams,AC15P,imagination_and_possibility,constraint_aligned,either a no,2,,0,False
S3,trigrams,AC15P,imagination_and_possibility,constraint_aligned,neither is true,2,,0,False
S3,trigrams,AC15P,imagination_and_possibility,constraint_aligned,paid pilot la,2,imagination_and_possibility,1,False
S3,trigrams,AC15P,imagination_and_possibility,constraint_aligned,paid pilot limited,2,imagination_and_possibility,1,False
S3,trigrams,AC15P,imagination_and_possibility,constraint_aligned,pilot la until,2,imagination_and_possibility,1,False
S3,trigrams,AC15P,imagination_and_possibility,constraint_aligned,you must either,2,,0,False
S3,trigrams,AC15P,truth,constraint_aligned,check whether the,2,,0,False
S3,trigrams,AC15P,truth,constraint_aligned,confirmed the chief,2,truth_and_fact,1,False
S3,trigrams,AC15P,truth,constraint_aligned,simple decision test,2,,0,False
S3,trigrams,AC15P,truth,constraint_aligned,validated dynamic detection,2,,0,False
S3,trigrams,AC15P,smoothing,cross_cutting,balance usually lies,2,,0,False
S3,trigrams,AC15P,smoothing,cross_cutting,the balance usually,2,,0,False
S3,trigrams,AC15P,smoothing,cross_cutting,then the balance,2,,0,False
S3,trigrams,AC15P,surfacing,cross_cutting,as non negotiable,2,,0,False
S3,trigrams,AC15P,surfacing,cross_cutting,claims we cannot,2,truth_and_fact,1,False
S3,trigrams,AC15P,surfacing,cross_cutting,hard no fly,2,,0,False
S3,trigrams,AC15P,surfacing,cross_cutting,system cannot guarantee,2,,0,False
S3,trigrams,AC15P,surfacing,cross_cutting,those aren t,2,,0,False
S3,trigrams,AC15P,surfacing,cross_cutting,won t protect,2,,0,False
S3,trigrams,AC15P,autonomy_sovereignty,cross_cutting,you choose between,2,,0,False
S3,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constrained commercial deployment,4,practicality_and_feasibility,1,False
S3,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constrained commercial availability,3,practicality_and_feasibility,1,False
S3,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constrained commercial release,3,practicality_and_feasibility,1,False
S3,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,a phased launch,2,temporal_dynamics,1,True
S3,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,any commercial launch,2,,0,False
S3,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,be launched outside,2,,0,False
S3,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,bound the hazard,2,,0,False
S3,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,bounded e g,2,,0,False
S3,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,cannot be launched,2,,0,False
S3,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constrained early access,2,practicality_and_feasibility,1,False
S3,trigrams,CONTROL,autonomy_sovereignty,cross_cutting,stop ops authority,4,,0,False
S3,trigrams,CONTROL,autonomy_sovereignty,cross_cutting,authority won t,3,,0,False
S3,trigrams,CONTROL,autonomy_sovereignty,cross_cutting,safety authority won,3,,0,False
S3,trigrams,CONTROL,autonomy_sovereignty,cross_cutting,your safety authority,3,,0,False
S3,trigrams,CONTROL,surfacing,cross_cutting,a non negotiable,3,,0,False
S3,trigrams,CONTROL,surfacing,cross_cutting,authority won t,3,,0,False
S3,trigrams,CONTROL,surfacing,cross_cutting,cannot be launched,2,,0,False
S3,trigrams,CONTROL,surfacing,cross_cutting,hard to defend,2,,0,False
S3,trigrams,CONTROL,surfacing,cross_cutting,interference estimator inconsistency,2,truth_and_fact,1,False
S3,trigrams,CONTROL,surfacing,cross_cutting,missions cannot be,2,,0,False
S3,trigrams,CONTROL,surfacing,cross_cutting,non negotiable hardware,2,,0,False
S3,trigrams,CONTROL,temporal_projection,constraint_aligned,a phased launch,2,temporal_dynamics,1,True
S3,trigrams,CONTROL,temporal_projection,constraint_aligned,can shift static,2,temporal_dynamics,1,False
S3,trigrams,CONTROL,temporal_projection,constraint_aligned,constrained early access,2,practicality_and_feasibility,1,False
S3,trigrams,CONTROL,temporal_projection,constraint_aligned,rate maturity covenants,2,temporal_dynamics,1,False
S3,trigrams,CONTROL,temporal_projection,constraint_aligned,terms rate maturity,2,temporal_dynamics,1,False
S3,trigrams,CONTROL,warning,cross_cutting,a safety hazard,2,,0,False
S3,trigrams,CONTROL,warning,cross_cutting,bound the hazard,2,,0,False
S3,trigrams,CONTROL,warning,cross_cutting,case hazard analysis,2,,0,False
S3,trigrams,CONTROL,warning,cross_cutting,consequence operational hazard,2,practicality_and_feasibility,1,False
S3,trigrams,CONTROL,warning,cross_cutting,hazard if any,2,,0,False
S3,trigrams,CONTROL,warning,cross_cutting,you risk penalties,2,practicality_and_feasibility,1,False
S3,trigrams,CONTROL,truth,constraint_aligned,case hazard analysis,2,,0,False
S3,trigrams,CONTROL,truth,constraint_aligned,check whether it,2,,0,False
S3,trigrams,CONTROL,conditions,cross_cutting,check whether it,2,,0,False
S3,trigrams,CONTROL,conditions,cross_cutting,lois msas contingent,2,,0,False
S3,trigrams,CONTROL,conditions,cross_cutting,msas contingent on,2,,0,False
S3,trigrams,CONTROL,conditions,cross_cutting,safety depends on,2,,0,False
S3,trigrams,CONTROL,imagination_and_possibility,constraint_aligned,case you either,2,,0,False
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,responsible technical authority,10,,0,False
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,authority sign off,7,,0,False
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,technical authority sign,7,,0,False
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,authority must sign,2,,0,False
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,named technical authority,2,,0,False
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,safety authority has,2,,0,False
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,technical authority will,2,,0,False
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,cross_cutting,you must choose,2,,0,False
S3,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,during early access,4,,0,False
S3,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,bounded envelope staged,2,,0,False
S3,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,brittle covenants and,2,,0,False
S3,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,eis early access,2,,0,False
S3,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,for early deployments,2,,0,False
S3,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,in weeks then,2,,0,False
S3,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,near term mitigation,2,practicality_and_feasibility;temporal_dynamics,2,False
S3,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,short maturity hard,2,temporal_dynamics,1,False
S3,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,sign in weeks,2,,0,False
S3,trigrams,HYBRID_3_5,warning,cross_cutting,stationary emi risk,4,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_3_5,warning,cross_cutting,threat is real,3,,0,False
S3,trigrams,HYBRID_3_5,warning,cross_cutting,default control risk,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_3_5,warning,cross_cutting,emi risk that,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,a dated plan,3,,0,False
S3,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,bounded entry into,3,,0,False
S3,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,dated plan for,3,,0,False
S3,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,a constrained entry,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,a ga launch,2,,0,False
S3,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,bounded envelope staged,2,,0,False
S3,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,brittle covenants and,2,,0,False
S3,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,commercial ga launch,2,,0,False
S3,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,commercial pilot limited,2,imagination_and_possibility,1,False
S3,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,conditions with margin,2,,0,False
S3,trigrams,HYBRID_3_5,surfacing,cross_cutting,service credits hard,3,,0,False
S3,trigrams,HYBRID_3_5,surfacing,cross_cutting,brittle covenants and,2,,0,False
S3,trigrams,HYBRID_3_5,surfacing,cross_cutting,credits hard cap,2,,0,False
S3,trigrams,HYBRID_3_5,surfacing,cross_cutting,geofence patch cannot,2,,0,False
S3,trigrams,HYBRID_3_5,surfacing,cross_cutting,gnss multipath denial,2,,0,False
S3,trigrams,HYBRID_3_5,surfacing,cross_cutting,short maturity hard,2,temporal_dynamics,1,False
S3,trigrams,HYBRID_3_5,imagination_and_possibility,constraint_aligned,commercial pilot limited,2,imagination_and_possibility,1,False
S3,trigrams,HYBRID_3_5,truth,constraint_aligned,field re test,2,,0,False
S3,trigrams,HYBRID_3_5,truth,constraint_aligned,for controlled testing,2,,0,False
S3,trigrams,HYBRID_3_5,truth,constraint_aligned,freeze build validation,2,,0,False
S3,trigrams,HYBRID_3_5,truth,constraint_aligned,hardware fix validation,2,,0,False
S3,trigrams,HYBRID_3_5,truth,constraint_aligned,test with weekly,2,,0,False
S3,trigrams,HYBRID_3_5,truth,constraint_aligned,your stated facts,2,,0,False
S3,trigrams,HYBRID_3_5,truth,constraint_aligned,your test plan,2,,0,False
S3,trigrams,HYBRID_3_5,hedging,cross_cutting,launch broadly with,2,,0,False
S3,trigrams,HYBRID_3_5,hedging,cross_cutting,may avoid both,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,a pilot acceptance,5,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,pilot acceptance phase,4,imagination_and_possibility;temporal_dynamics,2,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,pilot terms caps,4,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,a structured pilot,3,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,access production pilot,3,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,paid production pilot,3,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,production pilot with,3,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,a pilot becomes,2,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,a production pilot,2,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,acceptance pilot phase,2,imagination_and_possibility;temporal_dynamics,2,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,the launch envelope,5,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,controlled commercial launch,4,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,a controlled launch,3,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,commercial mining launch,3,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,the controlled launch,3,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,and remediation plan,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,at any cost,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,bound the interference,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,by shipping before,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,c controlled launch,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,pilot acceptance phase,4,imagination_and_possibility;temporal_dynamics,2,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,early access production,3,,0,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,for early units,3,,0,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,acceptance phase with,2,temporal_dynamics,1,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,acceptance pilot phase,2,imagination_and_possibility;temporal_dynamics,2,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,controlled early access,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,future win rate,2,temporal_dynamics,1,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,phase with defined,2,temporal_dynamics,1,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,phase with reduced,2,temporal_dynamics,1,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,policy for early,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,doesn t equal,4,,0,False
S3,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,abort doesn t,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,customers won t,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,hard to recover,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,non negotiable you,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,the interference risk,3,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,interference risk at,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,risk p text,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,safety relevant risk,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,hedging,cross_cutting,zones might shift,2,temporal_dynamics,1,False
S3,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,stress test proposal,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,re deciding whether,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,re deciding whether,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,whether the architect,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,smoothing,cross_cutting,the balance moves,2,,0,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,created_at last_confirmed_at confidence,4,truth_and_fact,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraint convention confirmedfix,3,practicality_and_feasibility,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,deprecated created_at last_confirmed_at,3,temporal_dynamics;truth_and_fact,2,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,manual context ux,3,,0,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,superseded deprecated created_at,3,temporal_dynamics,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,brief decisions constraints,2,practicality_and_feasibility,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,build continuity but,2,temporal_dynamics,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,code prompt constraints,2,practicality_and_feasibility,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,context pack builder,2,,0,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,context pack tools,2,,0,False
S5,trigrams,AC15,truth,constraint_aligned,created_at last_confirmed_at confidence,4,truth_and_fact,1,False
S5,trigrams,AC15,truth,constraint_aligned,constraint convention confirmedfix,3,practicality_and_feasibility,1,False
S5,trigrams,AC15,truth,constraint_aligned,conventions confirmed fixes,3,truth_and_fact,1,False
S5,trigrams,AC15,truth,constraint_aligned,deprecated created_at last_confirmed_at,3,temporal_dynamics;truth_and_fact,2,False
S5,trigrams,AC15,truth,constraint_aligned,always show source,2,truth_and_fact,1,False
S5,trigrams,AC15,truth,constraint_aligned,been confirmed in,2,truth_and_fact,1,False
S5,trigrams,AC15,truth,constraint_aligned,chat evidence ttl,2,truth_and_fact,1,False
S5,trigrams,AC15,truth,constraint_aligned,confirmed in days,2,truth_and_fact,1,False
S5,trigrams,AC15,truth,constraint_aligned,decaying cited evidence,2,temporal_dynamics;truth_and_fact,2,False
S5,trigrams,AC15,truth,constraint_aligned,evidence index ei,2,truth_and_fact,1,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,click mark outdated,4,temporal_dynamics,1,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,deprecated created_at last_confirmed_at,3,temporal_dynamics;truth_and_fact,2,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,superseded deprecated created_at,3,temporal_dynamics,1,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,a fresh eyes,2,,0,True
S5,trigrams,AC15,temporal_projection,constraint_aligned,as decaying cited,2,temporal_dynamics,1,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,decaying cited evidence,2,temporal_dynamics;truth_and_fact,2,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,fresh eyes escape,2,,0,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,fresh eyes this,2,,0,True
S5,trigrams,AC15,temporal_projection,constraint_aligned,go stale because,2,,0,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,history and stale,2,,0,False
S5,trigrams,AC15,imagination_and_possibility,constraint_aligned,rationale constraints alternatives,2,imagination_and_possibility;practicality_and_feasibility,2,False
S5,trigrams,AC15,autonomy_sovereignty,cross_cutting,evidence not authority,2,truth_and_fact,1,False
S5,trigrams,AC15,surfacing,cross_cutting,conflicts with apm,2,,0,False
S5,trigrams,AC15,surfacing,cross_cutting,convention hasn t,2,,0,False
S5,trigrams,AC15,surfacing,cross_cutting,doesn t mean,2,,0,False
S5,trigrams,AC15,surfacing,cross_cutting,doesn t steer,2,,0,False
S5,trigrams,AC15,surfacing,cross_cutting,hard constraints from,2,practicality_and_feasibility,1,False
S5,trigrams,AC15,surfacing,cross_cutting,hasn t been,2,,0,False
S5,trigrams,AC15,warning,cross_cutting,approves low risk,2,practicality_and_feasibility,1,False
S5,trigrams,AC15,warning,cross_cutting,worried enough to,2,,0,False
S5,trigrams,AC15,conditions,cross_cutting,days unless promoted,2,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,accepted superseded deprecated,6,temporal_dynamics,1,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,over durable artifacts,6,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,durable artifacts adrs,4,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,deprecated needs review,3,temporal_dynamics,1,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,durable artifacts with,3,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,repo validity checks,3,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,superseded deprecated needs,3,temporal_dynamics,1,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,to durable artifacts,3,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,becomes stale if,2,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,fresh eyes continuum,2,,0,True
S5,trigrams,AC15P,truth,constraint_aligned,decisions verified outcomes,6,truth_and_fact,1,False
S5,trigrams,AC15P,truth,constraint_aligned,constraints verified outcomes,3,practicality_and_feasibility;truth_and_fact,2,False
S5,trigrams,AC15P,truth,constraint_aligned,created_at last_validated_at repo,3,,0,False
S5,trigrams,AC15P,truth,constraint_aligned,last_validated_at repo branch,3,,0,False
S5,trigrams,AC15P,truth,constraint_aligned,repo validity checks,3,,0,False
S5,trigrams,AC15P,truth,constraint_aligned,require user confirmation,3,,0,False
S5,trigrams,AC15P,truth,constraint_aligned,style decisions verified,3,truth_and_fact,1,False
S5,trigrams,AC15P,truth,constraint_aligned,verified outcomes runbook,3,truth_and_fact,1,False
S5,trigrams,AC15P,truth,constraint_aligned,access deletion audit,2,,0,False
S5,trigrams,AC15P,truth,constraint_aligned,and freshness checks,2,,0,False
S5,trigrams,AC15P,imagination_and_possibility,constraint_aligned,draft accepted superseded,4,,0,False
S5,trigrams,AC15P,imagination_and_possibility,constraint_aligned,status draft accepted,3,,0,False
S5,trigrams,AC15P,imagination_and_possibility,constraint_aligned,checks when possible,2,imagination_and_possibility,1,False
S5,trigrams,AC15P,imagination_and_possibility,constraint_aligned,possible paths symbols,2,imagination_and_possibility,1,False
S5,trigrams,AC15P,imagination_and_possibility,constraint_aligned,text status draft,2,,0,False
S5,trigrams,AC15P,surfacing,cross_cutting,with hard filters,4,,0,False
S5,trigrams,AC15P,surfacing,cross_cutting,a wrong conclusion,2,,0,False
S5,trigrams,AC15P,surfacing,cross_cutting,canonize a wrong,2,,0,False
S5,trigrams,AC15P,surfacing,cross_cutting,opaque or hard,2,,0,False
S5,trigrams,AC15P,surfacing,cross_cutting,replaying messy attempts,2,,0,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints verified outcomes,3,practicality_and_feasibility;truth_and_fact,2,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,created_at last_validated_at repo,3,,0,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraint that steers,2,practicality_and_feasibility,1,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,context with links,2,,0,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,decisions constraints verified,2,practicality_and_feasibility;truth_and_fact,2,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,owner created_at last_validated_at,2,,0,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,show used context,2,,0,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,t ship provenance,2,truth_and_fact,1,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,used context with,2,,0,False
S5,trigrams,AC15P,warning,cross_cutting,isolation s concern,2,,0,False
S5,trigrams,AC15P,warning,cross_cutting,staleness risk is,2,practicality_and_feasibility,1,False
S5,trigrams,AC15P,warning,cross_cutting,to de risk,2,practicality_and_feasibility,1,False
S5,trigrams,AC15P,conditions,cross_cutting,days sprints unless,2,,0,False
S5,trigrams,AC15P,conditions,cross_cutting,should we depends,2,,0,False
S5,trigrams,AC15P,conditions,cross_cutting,sprints unless reaffirmed,2,,0,False
S5,trigrams,AC15P,conditions,cross_cutting,unless filtered validated,2,,0,False
S5,trigrams,AC15P,hedging,cross_cutting,adr accepted may,2,,0,False
S5,trigrams,AC15P,hedging,cross_cutting,continuity mostly about,2,temporal_dynamics,1,False
S5,trigrams,AC15P,hedging,cross_cutting,makes continuity mostly,2,temporal_dynamics,1,False
S5,trigrams,AC15P,hedging,cross_cutting,s more likely,2,,0,False
S5,trigrams,AC15P,hedging,cross_cutting,tend to make,2,,0,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints system map,7,practicality_and_feasibility,1,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,conventions constraints system,7,practicality_and_feasibility,1,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,architecture constraints conventions,2,practicality_and_feasibility,1,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,as default context,2,,0,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,build test commands,2,,0,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints conventions system,2,practicality_and_feasibility,1,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,conventions constraints and,2,practicality_and_feasibility,1,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,likely to create,2,,0,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,pinned context panel,2,,0,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,restate stable context,2,,0,False
S5,trigrams,CONTROL,truth,constraint_aligned,repo verification before,4,truth_and_fact,1,False
S5,trigrams,CONTROL,truth,constraint_aligned,confirm to save,3,truth_and_fact,1,False
S5,trigrams,CONTROL,truth,constraint_aligned,repo conflict checks,3,,0,False
S5,trigrams,CONTROL,truth,constraint_aligned,and repo validated,2,,0,False
S5,trigrams,CONTROL,truth,constraint_aligned,as verified project,2,truth_and_fact,1,False
S5,trigrams,CONTROL,truth,constraint_aligned,backed evidence index,2,truth_and_fact,1,False
S5,trigrams,CONTROL,truth,constraint_aligned,build test commands,2,,0,False
S5,trigrams,CONTROL,truth,constraint_aligned,but user confirms,2,,0,False
S5,trigrams,CONTROL,truth,constraint_aligned,evidence index but,2,truth_and_fact,1,False
S5,trigrams,CONTROL,truth,constraint_aligned,evidence index if,2,truth_and_fact,1,False
S5,trigrams,CONTROL,surfacing,cross_cutting,apply hard filters,3,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,repo conflict checks,3,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,wrong and sticky,3,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,basic repo conflict,2,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,hard filters branch,2,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,hard filters first,2,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,memory conflicts with,2,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,similarity apply hard,2,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,staleness conflict checks,2,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,when memory conflicts,2,,0,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,and staleness handling,2,,0,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,fresh eyes notebook,2,,0,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,provenance editability staleness,2,truth_and_fact,1,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,restate stable context,2,,0,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,shift continuity toward,2,temporal_dynamics,2,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,staleness conflict checks,2,,0,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,staleness handling to,2,,0,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,tags recency window,2,temporal_dynamics,1,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,tend to preserve,2,,0,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,that preserves fresh,2,,0,False
S5,trigrams,CONTROL,hedging,cross_cutting,but more likely,2,,0,False
S5,trigrams,CONTROL,hedging,cross_cutting,continuity is usually,2,temporal_dynamics,1,False
