scenario,level,system,expression_group,expression_group_layer,expression_subgroup,ngram,count,matched_constraints,constraint_hit_count,scenario_heavy
S3,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,near term mitigation,2,practicality_and_feasibility;temporal_dynamics,2,False
S3,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,root cause mitigation,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_3_5,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,your current fallback,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_3_5,imagination_and_possibility,constraint_aligned,path_toward_feasibility,commercial pilot limited,2,imagination_and_possibility,1,False
S3,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,change_and_rate,bounded envelope staged,2,,0,False
S3,trigrams,HYBRID_3_5,temporal_projection,constraint_aligned,change_and_rate,short maturity hard,2,temporal_dynamics,1,False
S3,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,field re test,2,,0,False
S3,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,for controlled testing,2,,0,False
S3,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,freeze build validation,2,,0,False
S3,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,hardware fix validation,2,,0,False
S3,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,test with weekly,2,,0,False
S3,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,your test plan,2,,0,False
S3,trigrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,launch broadly with,2,,0,False
S3,trigrams,HYBRID_3_5,hedging,cross_cutting,single_word_markers,may avoid both,2,,0,False
S3,trigrams,HYBRID_3_5,truth,constraint_aligned,fact_vs_interpretation,your stated facts,2,,0,False
S3,trigrams,HYBRID_3_5,surfacing,cross_cutting,hard_limit_refusal,geofence patch cannot,2,,0,False
S3,trigrams,HYBRID_3_5,surfacing,cross_cutting,confrontation,gnss multipath denial,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,a pilot acceptance,5,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,pilot acceptance phase,4,imagination_and_possibility;temporal_dynamics,2,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,pilot terms caps,4,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,a structured pilot,3,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,access production pilot,3,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,paid production pilot,3,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,production pilot with,3,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,a pilot becomes,2,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,a production pilot,2,imagination_and_possibility,1,False
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,acceptance pilot phase,2,imagination_and_possibility;temporal_dynamics,2,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,the launch envelope,5,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,controlled commercial launch,4,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,a controlled launch,3,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,commercial mining launch,3,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,the controlled launch,3,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,and remediation plan,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,by shipping before,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,c controlled launch,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,constrained launch disqualified,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,contract safe launch,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,pilot acceptance phase,4,imagination_and_possibility;temporal_dynamics,2,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,acceptance phase with,2,temporal_dynamics,1,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,acceptance pilot phase,2,imagination_and_possibility;temporal_dynamics,2,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,phase with defined,2,temporal_dynamics,1,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,phase with reduced,2,temporal_dynamics,1,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,zones might shift,2,temporal_dynamics,1,False
S3,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,confrontation,doesn t equal,4,,0,False
S3,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,confrontation,abort doesn t,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,time_horizons,early access production,3,,0,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,time_horizons,for early units,3,,0,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,time_horizons,controlled early access,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,time_horizons,policy for early,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,main,the interference risk,3,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,main,interference risk at,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,main,risk p text,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,main,safety relevant risk,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,bound the interference,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,constrained launch disqualified,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,have a viable,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,monitoring if feasible,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,that limited envelope,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,hedging,cross_cutting,single_word_markers,zones might shift,2,temporal_dynamics,1,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,at any cost,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,cost actions to,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,fix schedule is,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,hardware fix schedule,2,practicality_and_feasibility,1,False
S3,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,timeline retrofit policy,2,practicality_and_feasibility;temporal_dynamics,1,False
S3,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,past_present_future,future win rate,2,temporal_dynamics,1,False
S3,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,verification,stress test proposal,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,single_word_markers,re deciding whether,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,re deciding whether,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,conditions,cross_cutting,main,whether the architect,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,hard_limit_refusal,customers won t,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,hard_limit_refusal,non negotiable you,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,friction_exposed,hard to recover,2,,0,False
S3,trigrams,HYBRID_SEMANTIC,smoothing,cross_cutting,main,the balance moves,2,,0,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,created_at last_confirmed_at confidence,4,truth_and_fact,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,deprecated created_at last_confirmed_at,3,temporal_dynamics;truth_and_fact,2,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,superseded deprecated created_at,3,temporal_dynamics,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,build continuity but,2,temporal_dynamics,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,continuum is implemented,2,,0,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,implement memory as,2,practicality_and_feasibility,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,ll ship a,2,,0,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,not ship remember,2,,0,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,we build continuity,2,temporal_dynamics,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,you implement memory,2,practicality_and_feasibility,1,False
S5,trigrams,AC15,truth,constraint_aligned,verification,created_at last_confirmed_at confidence,4,truth_and_fact,1,False
S5,trigrams,AC15,truth,constraint_aligned,verification,constraint convention confirmedfix,3,practicality_and_feasibility,1,False
S5,trigrams,AC15,truth,constraint_aligned,verification,conventions confirmed fixes,3,truth_and_fact,1,False
S5,trigrams,AC15,truth,constraint_aligned,verification,deprecated created_at last_confirmed_at,3,temporal_dynamics;truth_and_fact,2,False
S5,trigrams,AC15,truth,constraint_aligned,verification,always show source,2,truth_and_fact,1,False
S5,trigrams,AC15,truth,constraint_aligned,verification,been confirmed in,2,truth_and_fact,1,False
S5,trigrams,AC15,truth,constraint_aligned,verification,chat evidence ttl,2,truth_and_fact,1,False
S5,trigrams,AC15,truth,constraint_aligned,verification,confirmed in days,2,truth_and_fact,1,False
S5,trigrams,AC15,truth,constraint_aligned,verification,decaying cited evidence,2,temporal_dynamics;truth_and_fact,2,False
S5,trigrams,AC15,truth,constraint_aligned,verification,evidence index ei,2,truth_and_fact,1,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,click mark outdated,4,temporal_dynamics,1,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,deprecated created_at last_confirmed_at,3,temporal_dynamics;truth_and_fact,2,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,superseded deprecated created_at,3,temporal_dynamics,1,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,a fresh eyes,2,,0,True
S5,trigrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,as decaying cited,2,temporal_dynamics,1,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,decaying cited evidence,2,temporal_dynamics;truth_and_fact,2,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,fresh eyes escape,2,,0,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,fresh eyes this,2,,0,True
S5,trigrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,go stale because,2,,0,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,decay_and_currency,history and stale,2,,0,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,constraint convention confirmedfix,3,practicality_and_feasibility,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,manual context ux,3,,0,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,brief decisions constraints,2,practicality_and_feasibility,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,code prompt constraints,2,practicality_and_feasibility,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,context pack builder,2,,0,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,context pack tools,2,,0,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,hard constraints from,2,practicality_and_feasibility,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,manual context pack,2,,0,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,memory type practical,2,practicality_and_feasibility,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,prompt constraints only,2,practicality_and_feasibility,1,False
S5,trigrams,AC15,imagination_and_possibility,constraint_aligned,exploration_within_bounds,rationale constraints alternatives,2,imagination_and_possibility;practicality_and_feasibility,2,False
S5,trigrams,AC15,autonomy_sovereignty,cross_cutting,single_word_markers,evidence not authority,2,truth_and_fact,1,False
S5,trigrams,AC15,surfacing,cross_cutting,friction_exposed,hard constraints from,2,practicality_and_feasibility,1,False
S5,trigrams,AC15,truth,constraint_aligned,fact_vs_interpretation,inferred evidence_refs pr,2,truth_and_fact,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,trust and cost,2,practicality_and_feasibility,1,False
S5,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,friction_and_blockers,item challenge item,2,,0,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,time_horizons,summaries records later,2,,0,False
S5,trigrams,AC15,temporal_projection,constraint_aligned,time_horizons,ttl vectors later,2,,0,False
S5,trigrams,AC15,warning,cross_cutting,main,approves low risk,2,practicality_and_feasibility,1,False
S5,trigrams,AC15,warning,cross_cutting,main,worried enough to,2,,0,False
S5,trigrams,AC15,surfacing,cross_cutting,tension_exposure,conflicts with apm,2,,0,False
S5,trigrams,AC15,surfacing,cross_cutting,confrontation,convention hasn t,2,,0,False
S5,trigrams,AC15,surfacing,cross_cutting,confrontation,doesn t mean,2,,0,False
S5,trigrams,AC15,surfacing,cross_cutting,confrontation,doesn t steer,2,,0,False
S5,trigrams,AC15,surfacing,cross_cutting,confrontation,hasn t been,2,,0,False
S5,trigrams,AC15,conditions,cross_cutting,main,days unless promoted,2,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,accepted superseded deprecated,6,temporal_dynamics,1,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,deprecated needs review,3,temporal_dynamics,1,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,repo validity checks,3,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,superseded deprecated needs,3,temporal_dynamics,1,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,becomes stale if,2,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,fresh eyes continuum,2,,0,True
S5,trigrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,fresh eyes suppress,2,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,staleness and governance,2,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,staleness risk is,2,practicality_and_feasibility,1,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,decay_and_currency,superseding deprecating items,2,temporal_dynamics,1,False
S5,trigrams,AC15P,truth,constraint_aligned,verification,decisions verified outcomes,6,truth_and_fact,1,False
S5,trigrams,AC15P,truth,constraint_aligned,verification,constraints verified outcomes,3,practicality_and_feasibility;truth_and_fact,2,False
S5,trigrams,AC15P,truth,constraint_aligned,verification,created_at last_validated_at repo,3,,0,False
S5,trigrams,AC15P,truth,constraint_aligned,verification,last_validated_at repo branch,3,,0,False
S5,trigrams,AC15P,truth,constraint_aligned,verification,repo validity checks,3,,0,False
S5,trigrams,AC15P,truth,constraint_aligned,verification,require user confirmation,3,,0,False
S5,trigrams,AC15P,truth,constraint_aligned,verification,style decisions verified,3,truth_and_fact,1,False
S5,trigrams,AC15P,truth,constraint_aligned,verification,verified outcomes runbook,3,truth_and_fact,1,False
S5,trigrams,AC15P,truth,constraint_aligned,verification,access deletion audit,2,,0,False
S5,trigrams,AC15P,truth,constraint_aligned,verification,and freshness checks,2,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,robustness_and_resilience,over durable artifacts,6,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,robustness_and_resilience,durable artifacts adrs,4,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,robustness_and_resilience,durable artifacts with,3,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,robustness_and_resilience,to durable artifacts,3,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,robustness_and_resilience,pointers to durable,2,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,robustness_and_resilience,retrieval over durable,2,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,robustness_and_resilience,vectors over durable,2,,0,False
S5,trigrams,AC15P,imagination_and_possibility,constraint_aligned,exploration_within_bounds,draft accepted superseded,4,,0,False
S5,trigrams,AC15P,imagination_and_possibility,constraint_aligned,exploration_within_bounds,status draft accepted,3,,0,False
S5,trigrams,AC15P,imagination_and_possibility,constraint_aligned,exploration_within_bounds,checks when possible,2,imagination_and_possibility,1,False
S5,trigrams,AC15P,imagination_and_possibility,constraint_aligned,exploration_within_bounds,possible paths symbols,2,imagination_and_possibility,1,False
S5,trigrams,AC15P,imagination_and_possibility,constraint_aligned,exploration_within_bounds,text status draft,2,,0,False
S5,trigrams,AC15P,surfacing,cross_cutting,friction_exposed,with hard filters,4,,0,False
S5,trigrams,AC15P,surfacing,cross_cutting,friction_exposed,opaque or hard,2,,0,False
S5,trigrams,AC15P,surfacing,cross_cutting,friction_exposed,replaying messy attempts,2,,0,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,constraints verified outcomes,3,practicality_and_feasibility;truth_and_fact,2,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,constraint that steers,2,practicality_and_feasibility,1,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,context with links,2,,0,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,decisions constraints verified,2,practicality_and_feasibility;truth_and_fact,2,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,show used context,2,,0,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,used context with,2,,0,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,created_at last_validated_at repo,3,,0,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,owner created_at last_validated_at,2,,0,False
S5,trigrams,AC15P,practical_considerations_and_execution,constraint_aligned,action_and_execution,t ship provenance,2,truth_and_fact,1,False
S5,trigrams,AC15P,warning,cross_cutting,main,isolation s concern,2,,0,False
S5,trigrams,AC15P,warning,cross_cutting,main,staleness risk is,2,practicality_and_feasibility,1,False
S5,trigrams,AC15P,warning,cross_cutting,main,to de risk,2,practicality_and_feasibility,1,False
S5,trigrams,AC15P,conditions,cross_cutting,main,days sprints unless,2,,0,False
S5,trigrams,AC15P,conditions,cross_cutting,main,should we depends,2,,0,False
S5,trigrams,AC15P,conditions,cross_cutting,main,sprints unless reaffirmed,2,,0,False
S5,trigrams,AC15P,conditions,cross_cutting,main,unless filtered validated,2,,0,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,time_horizons,long term bias,2,temporal_dynamics;truth_and_fact,2,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,time_horizons,time window status,2,temporal_dynamics,1,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,time_horizons,type time window,2,temporal_dynamics,1,False
S5,trigrams,AC15P,temporal_projection,constraint_aligned,time_horizons,window branch artifact,2,temporal_dynamics,1,False
S5,trigrams,AC15P,truth,constraint_aligned,fact_vs_interpretation,least misleading why,2,truth_and_fact,1,False
S5,trigrams,AC15P,hedging,cross_cutting,single_word_markers,adr accepted may,2,,0,False
S5,trigrams,AC15P,hedging,cross_cutting,single_word_markers,continuity mostly about,2,temporal_dynamics,1,False
S5,trigrams,AC15P,hedging,cross_cutting,single_word_markers,makes continuity mostly,2,temporal_dynamics,1,False
S5,trigrams,AC15P,hedging,cross_cutting,single_word_markers,s more likely,2,,0,False
S5,trigrams,AC15P,hedging,cross_cutting,single_word_markers,tend to make,2,,0,False
S5,trigrams,AC15P,surfacing,cross_cutting,confrontation,a wrong conclusion,2,,0,False
S5,trigrams,AC15P,surfacing,cross_cutting,confrontation,canonize a wrong,2,,0,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,constraints system map,7,practicality_and_feasibility,1,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,conventions constraints system,7,practicality_and_feasibility,1,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,architecture constraints conventions,2,practicality_and_feasibility,1,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,as default context,2,,0,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,constraints conventions system,2,practicality_and_feasibility,1,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,conventions constraints and,2,practicality_and_feasibility,1,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,pinned context panel,2,,0,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,restate stable context,2,,0,False
S5,trigrams,CONTROL,truth,constraint_aligned,verification,repo verification before,4,truth_and_fact,1,False
S5,trigrams,CONTROL,truth,constraint_aligned,verification,confirm to save,3,truth_and_fact,1,False
S5,trigrams,CONTROL,truth,constraint_aligned,verification,repo conflict checks,3,,0,False
S5,trigrams,CONTROL,truth,constraint_aligned,verification,and repo validated,2,,0,False
S5,trigrams,CONTROL,truth,constraint_aligned,verification,as verified project,2,truth_and_fact,1,False
S5,trigrams,CONTROL,truth,constraint_aligned,verification,backed evidence index,2,truth_and_fact,1,False
S5,trigrams,CONTROL,truth,constraint_aligned,verification,build test commands,2,,0,False
S5,trigrams,CONTROL,truth,constraint_aligned,verification,but user confirms,2,,0,False
S5,trigrams,CONTROL,truth,constraint_aligned,verification,evidence index but,2,truth_and_fact,1,False
S5,trigrams,CONTROL,truth,constraint_aligned,verification,evidence index if,2,truth_and_fact,1,False
S5,trigrams,CONTROL,surfacing,cross_cutting,tension_exposure,repo conflict checks,3,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,tension_exposure,basic repo conflict,2,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,tension_exposure,memory conflicts with,2,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,tension_exposure,staleness conflict checks,2,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,tension_exposure,when memory conflicts,2,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,friction_exposed,apply hard filters,3,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,friction_exposed,hard filters branch,2,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,friction_exposed,hard filters first,2,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,friction_exposed,similarity apply hard,2,,0,False
S5,trigrams,CONTROL,surfacing,cross_cutting,confrontation,wrong and sticky,3,,0,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,decay_and_currency,and staleness handling,2,,0,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,decay_and_currency,fresh eyes notebook,2,,0,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,decay_and_currency,provenance editability staleness,2,truth_and_fact,1,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,decay_and_currency,staleness conflict checks,2,,0,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,decay_and_currency,staleness handling to,2,,0,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,decay_and_currency,that preserves fresh,2,,0,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,action_and_execution,build test commands,2,,0,False
S5,trigrams,CONTROL,practical_considerations_and_execution,constraint_aligned,action_and_execution,likely to create,2,,0,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,robustness_and_resilience,restate stable context,2,,0,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,robustness_and_resilience,tend to preserve,2,,0,False
S5,trigrams,CONTROL,hedging,cross_cutting,single_word_markers,but more likely,2,,0,False
S5,trigrams,CONTROL,hedging,cross_cutting,single_word_markers,continuity is usually,2,temporal_dynamics,1,False
S5,trigrams,CONTROL,hedging,cross_cutting,single_word_markers,likely to cause,2,,0,False
S5,trigrams,CONTROL,hedging,cross_cutting,single_word_markers,likely to create,2,,0,False
S5,trigrams,CONTROL,hedging,cross_cutting,single_word_markers,tend to preserve,2,,0,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,change_and_rate,shift continuity toward,2,temporal_dynamics,2,False
S5,trigrams,CONTROL,temporal_projection,constraint_aligned,time_horizons,tags recency window,2,temporal_dynamics,1,False
S5,trigrams,CONTROL,autonomy_sovereignty,cross_cutting,single_word_markers,did we choose,2,,0,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,high signal sources,4,,0,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,compatibility checks against,3,,0,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,source date link,3,truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,blocks volatile evidence,2,truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,evidence items influenced,2,truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,provenance from day,2,truth_and_fact,1,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,proximity existence checks,2,,0,False
S5,trigrams,HYBRID_3_5,truth,constraint_aligned,verification,recency version checks,2,,0,False
