scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,matched_expression_groups,expression_group_count,matched_expression_terms,matched_expression_layers,constraint_aligned_group_count,cross_cutting_group_count,matched_expression_subgroups,expression_subgroup_count
S7,Scenario 7 - Trigrams,trigrams,AC15,increase information more,2,3,465,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,information more than,2,3,467,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,irreversible commitments only,2,3,471,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,just curated introductions,2,3,495,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,kids family expectations,2,3,498,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,learn survival language,2,3,503,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,legal advice on,2,3,504,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,life at home,2,3,506,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,live together or,2,3,514,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,living expenses if,2,3,517,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,longer stay only,2,3,518,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,longtime friends not,2,3,519,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,many couples use,2,3,524,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,marriage and children,2,3,525,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,children;marriage,2,1.0,True,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,marriage becomes real,2,3,526,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,marriage,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,marriage visa expectations,2,3,528,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,marriage;visa,2,0.666667,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,money marriage kids,2,3,540,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,marriage,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,move if she,2,3,543,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,network she becomes,2,3,549,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,next decision gate,2,3,550,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,no network she,2,3,552,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,no rushed marriage,2,3,554,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,marriage,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,no than i,2,3,555,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,not buy no,2,3,557,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,obligations marriage kids,2,3,561,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,marriage,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,obligations marriage visa,2,3,562,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,marriage;visa,2,0.666667,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,one reputable hospital,2,3,572,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,one week ordinary,2,3,573,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,or cross border,2,3,576,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,or no than,2,3,577,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,or separately i,2,3,578,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,or urgency tactics,2,3,579,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,ordinary life exposure,2,3,580,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,our age difference,2,3,582,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,people around her,2,3,587,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,pressure even if,2,3,603,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,pressure tactics major,2,3,604,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,purely extractive dynamic,2,3,611,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,ready for full,2,3,615,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,real life exposure,2,3,616,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,regional medical hub,2,3,617,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,medical,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,rent keep assets,2,3,621,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,rent not buy,2,3,622,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,reputable hospital near,2,3,624,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,reversibility keep your,2,3,625,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,reversible relocation rent,2,3,627,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,relocat;relocation,2,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,say yes or,2,3,636,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,separately i can,2,3,639,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,set a decision,2,3,643,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,set the pace,2,3,644,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,she handled stress,2,3,650,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,she says she,2,3,659,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,so i should,2,3,666,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,specific even if,2,3,670,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,strengthen friendships health,2,3,675,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,health,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,stress money moments,2,3,676,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,suggest the best,2,3,678,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,t buy keep,2,3,679,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,t sever home,2,3,685,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,talks money family,2,3,691,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,that cuts through,2,3,698,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,the next decision,2,3,712,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,then money family,2,3,719,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,think about years,2,3,721,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,time in ordinary,2,3,729,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,time sensitive at,2,3,730,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,to ask yourself,2,3,732,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,to defeat sunk,2,3,737,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,to sound like,2,3,748,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,together or separately,2,3,753,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,trial stay before,2,3,756,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,visa expectations and,2,3,763,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,visa,1,0.5,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,want marriage why,2,3,766,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,marriage,1,0.5,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,want to pursue,2,3,770,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,wants partner not,2,3,773,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,partner,1,0.5,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,we hire help,2,3,777,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,weeks ordinary life,2,3,781,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,what country city,2,3,783,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,what does her,2,3,785,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,what i value,2,3,789,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,why love tradition,2,3,817,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,love,1,0.5,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,will beneficiaries medical,2,3,818,15788,0.000127,1,AC15,2,3,1.0,,False,,0,,medical,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,worked what didn,2,3,824,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,yes or no,2,3,839,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,you spend time,2,3,867,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,you think about,2,3,868,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15,your life then,2,3,876,15788,0.000127,1,AC15,2,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,care is plan,4,3,65,16662,0.00024,1,AC15P,4,2,0.6667,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,exit plan cash,4,3,72,16662,0.00024,1,AC15P,4,3,1.0,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,afford alone in,4,3,59,16662,0.00024,1,AC15P,4,2,0.6667,,False,,0,,alone,1,0.5,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,end of week,4,3,71,16662,0.00024,1,AC15P,4,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,stay with her,4,3,103,16662,0.00024,1,AC15P,4,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,you ll stay,4,3,116,16662,0.00024,1,AC15P,4,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,plan cash logistics,3,3,205,16662,0.00018,1,AC15P,3,3,1.0,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,yours and whether,3,3,274,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,conditions,1,whether,cross_cutting,0,1,conditions:main,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,a clear exit,3,3,120,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,activities not centered,3,3,126,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,chance pressure is,3,3,147,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,country and hers,3,3,154,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,dual base or,3,3,162,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,family obligations expectations,3,3,165,16662,0.00018,1,AC15P,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,finances no loans,3,3,166,16662,0.00018,1,AC15P,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,for parents siblings,3,3,167,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,in work mode,3,3,182,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,local private hospital,3,3,188,16662,0.00018,1,AC15P,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,logistics to leave,3,3,189,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,marriage money model,3,3,193,16662,0.00018,1,AC15P,3,3,1.0,,False,,0,,marriage,1,0.333333,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,model family obligations,3,3,194,16662,0.00018,1,AC15P,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,money model family,3,3,195,16662,0.00018,1,AC15P,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,name separate finances,3,3,196,16662,0.00018,1,AC15P,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,own place and,3,3,204,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,support is expected,3,3,219,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,time money housing,3,3,232,16662,0.00018,1,AC15P,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,to clarify how,3,3,233,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,two weekly activities,3,3,236,16662,0.00018,1,AC15P,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,visa work healthcare,3,3,238,16662,0.00018,1,AC15P,3,3,1.0,,False,,0,,healthcare;visa,2,0.666667,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,vs too much,3,3,239,16662,0.00018,1,AC15P,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,week minimum outcomes,3,3,243,16662,0.00018,1,AC15P,3,3,1.0,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,where home is,3,3,254,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,years you she,3,3,263,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,your country eventually,3,3,272,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,your name separate,3,3,273,16662,0.00018,1,AC15P,3,2,0.6667,,False,,0,,,0,0.0,False,,0,,,0,0,,0
S7,Scenario 7 - Trigrams,trigrams,AC15P,aging sickness plan,2,3,305,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,aging,1,0.333333,False,practical_considerations_and_execution;temporal_projection,2,aging;plan,constraint_aligned,2,0,practical_considerations_and_execution:action_and_execution;temporal_projection:decay_and_currency,2
S7,Scenario 7 - Trigrams,trigrams,AC15P,keep a viable,2,3,525,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,imagination_and_possibility;practical_considerations_and_execution,2,viable,constraint_aligned,2,0,imagination_and_possibility:path_toward_feasibility;practical_considerations_and_execution:constraints_and_tradeoffs,2
S7,Scenario 7 - Trigrams,trigrams,AC15P,medical contingency plan,2,3,574,16662,0.00012,1,AC15P,2,3,1.0,,False,practicality_and_feasibility,1,contingency,medical,1,0.333333,False,practical_considerations_and_execution,1,contingen;contingency;plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution;practical_considerations_and_execution:resources_timing_conditions,2
S7,Scenario 7 - Trigrams,trigrams,AC15P,a realistic return,2,3,287,16662,0.00012,1,AC15P,2,2,0.6667,,False,practicality_and_feasibility,1,realistic,,0,0.0,False,practical_considerations_and_execution,1,realistic,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,extend trial shift,2,3,409,16662,0.00012,1,AC15P,2,3,1.0,,False,temporal_dynamics,1,shift,,0,0.0,False,temporal_projection,1,shift,constraint_aligned,1,0,temporal_projection:change_and_rate,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,honest move is,2,3,451,16662,0.00012,1,AC15P,2,2,0.6667,,False,truth_and_fact,1,honest,,0,0.0,False,truth,1,honest,constraint_aligned,1,0,truth:plain_statement,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,insurance if feasible,2,3,504,16662,0.00012,1,AC15P,2,2,0.6667,,False,practicality_and_feasibility,1,feasible,,0,0.0,False,practical_considerations_and_execution,1,feasible,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,keep a realistic,2,3,524,16662,0.00012,1,AC15P,2,2,0.6667,,False,practicality_and_feasibility,1,realistic,,0,0.0,False,practical_considerations_and_execution,1,realistic,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,long term money,2,3,551,16662,0.00012,1,AC15P,2,3,1.0,,False,temporal_dynamics,1,long term,,0,0.0,False,temporal_projection,1,long term,constraint_aligned,1,0,temporal_projection:time_horizons,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,relationship definition timeline,2,3,689,16662,0.00012,1,AC15P,2,3,1.0,,False,practicality_and_feasibility;temporal_dynamics,1,timeline,relationship,1,0.333333,False,practical_considerations_and_execution,1,timeline,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,shift to dual,2,3,713,16662,0.00012,1,AC15P,2,2,0.6667,,False,temporal_dynamics,1,shift,,0,0.0,False,temporal_projection,1,shift,constraint_aligned,1,0,temporal_projection:change_and_rate,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,the honest move,2,3,766,16662,0.00012,1,AC15P,2,2,0.6667,,False,truth_and_fact,1,honest,,0,0.0,False,truth,1,honest,constraint_aligned,1,0,truth:plain_statement,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,trial shift to,2,3,827,16662,0.00012,1,AC15P,2,2,0.6667,,False,temporal_dynamics,1,shift,,0,0.0,False,temporal_projection,1,shift,constraint_aligned,1,0,temporal_projection:change_and_rate,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,you long term,2,3,925,16662,0.00012,1,AC15P,2,2,0.6667,,False,temporal_dynamics,1,long term,,0,0.0,False,temporal_projection,1,long term,constraint_aligned,1,0,temporal_projection:time_horizons,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,your mind honest,2,3,952,16662,0.00012,1,AC15P,2,2,0.6667,,False,truth_and_fact,1,honest,,0,0.0,False,truth,1,honest,constraint_aligned,1,0,truth:plain_statement,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,buy property early,2,3,348,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,temporal_projection,1,early,constraint_aligned,1,0,temporal_projection:time_horizons,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,country eventually aging,2,3,373,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,aging,1,0.333333,False,temporal_projection,1,aging,constraint_aligned,1,0,temporal_projection:decay_and_currency,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,crisis liquidity buffer,2,3,376,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,buffer,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1
S7,Scenario 7 - Trigrams,trigrams,AC15P,either of those,2,3,398,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,imagination_and_possibility,1,either,constraint_aligned,1,0,imagination_and_possibility:tension_as_fuel,1
