scenario,level,system,first_class_group,ngram,count,matched_terms
S3,trigrams,HYBRID_SEMANTIC,temporal_projection.time_horizons,for early units,3,early
S3,trigrams,HYBRID_SEMANTIC,temporal_projection.time_horizons,early access production,3,early
S3,trigrams,HYBRID_SEMANTIC,temporal_projection.time_horizons,policy for early,2,early
S3,trigrams,HYBRID_SEMANTIC,temporal_projection.time_horizons,controlled early access,2,early
S3,trigrams,HYBRID_SEMANTIC,temporal_projection.past_present_future,future win rate,2,future
S3,trigrams,CONTROL,temporal_projection.change_and_rate,terms rate maturity,2,maturity
S3,trigrams,CONTROL,temporal_projection.change_and_rate,rate maturity covenants,2,maturity
S3,trigrams,CONTROL,temporal_projection.change_and_rate,a phased launch,2,launch|phas|phased
S3,trigrams,CONTROL,temporal_projection.change_and_rate,can shift static,2,shift
S3,trigrams,AC15,temporal_projection.change_and_rate,sla commissioning phase,2,phas|phase
S3,trigrams,AC15,temporal_projection.change_and_rate,if zones shift,2,shift
S3,trigrams,AC15P,temporal_projection.change_and_rate,a qualification phase,3,phas|phase
S3,trigrams,AC15P,temporal_projection.change_and_rate,in shifting emi,2,shifting
S3,trigrams,AC15P,temporal_projection.change_and_rate,may shift so,2,may|shift
S3,trigrams,AC15P,temporal_projection.change_and_rate,free qualification phase,2,phas|phase
S3,trigrams,AC15P,temporal_projection.change_and_rate,qualification phase i,2,phas|phase
S3,trigrams,AC15P,temporal_projection.change_and_rate,phase i can,2,phas|phase
S3,trigrams,AC15P,temporal_projection.change_and_rate,refuse phasing exclusions,2,phas
S3,trigrams,HYBRID_3_5,temporal_projection.change_and_rate,short maturity hard,2,hard|maturity
S3,trigrams,HYBRID_3_5,temporal_projection.change_and_rate,bounded envelope staged,2,bounded|staged
S3,trigrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,pilot acceptance phase,4,phas|phase|pilot
S3,trigrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,acceptance pilot phase,2,phas|phase|pilot
S3,trigrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,phase with defined,2,phas|phase
S3,trigrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,zones might shift,2,might|shift
S3,trigrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,acceptance phase with,2,phas|phase
S3,trigrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,phase with reduced,2,phas|phase
S3,trigrams,AC15,temporal_projection.robustness_and_resilience,a more robust,2,robust
S3,trigrams,AC15,temporal_projection.robustness_and_resilience,more robust nav,2,robust
S3,trigrams,AC15,temporal_projection.robustness_and_resilience,robust nav mode,2,robust
S3,trigrams,AC15P,temporal_projection.robustness_and_resilience,stable and mappable,2,stable
S3,trigrams,HYBRID_3_5,temporal_projection.robustness_and_resilience,brittle covenants and,2,brittle
S3,trigrams,AC15,imagination_and_possibility.exploration_within_bounds,shielding prototype validated,2,prototype|validat|validated
S3,trigrams,AC15,imagination_and_possibility.exploration_within_bounds,prototype validated evt,2,prototype|validat|validated
S3,trigrams,CONTROL,imagination_and_possibility.tension_as_fuel,case you either,2,either
S3,trigrams,AC15P,imagination_and_possibility.tension_as_fuel,either a no,2,either
S3,trigrams,AC15P,imagination_and_possibility.tension_as_fuel,you must either,2,either
S3,trigrams,AC15P,imagination_and_possibility.tension_as_fuel,neither is true,2,neither
S3,trigrams,AC15,imagination_and_possibility.path_toward_feasibility,shielding prototype validated,2,prototype|validat|validated
S3,trigrams,AC15,imagination_and_possibility.path_toward_feasibility,prototype validated evt,2,prototype|validat|validated
S3,trigrams,AC15P,imagination_and_possibility.path_toward_feasibility,credible injury pathway,2,pathway
S3,trigrams,AC15P,imagination_and_possibility.path_toward_feasibility,paid pilot limited,2,limited|pilot
S3,trigrams,AC15P,imagination_and_possibility.path_toward_feasibility,pilot la until,2,pilot
S3,trigrams,AC15P,imagination_and_possibility.path_toward_feasibility,as paid pilot,2,pilot
S3,trigrams,AC15P,imagination_and_possibility.path_toward_feasibility,paid pilot la,2,pilot
S3,trigrams,HYBRID_3_5,imagination_and_possibility.path_toward_feasibility,commercial pilot limited,2,limited|pilot
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,a pilot acceptance,5,pilot
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,pilot acceptance phase,4,phas|phase|pilot
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,pilot terms caps,4,pilot
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,a structured pilot,3,pilot
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,paid production pilot,3,pilot
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,production pilot with,3,pilot
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,access production pilot,3,pilot
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,acceptance pilot phase,2,phas|phase|pilot
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,a production pilot,2,pilot
S3,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,pilot structure and,2,pilot
S3,trigrams,CONTROL,surfacing.friction_exposed,hard to defend,2,hard
S3,trigrams,AC15P,surfacing.friction_exposed,hard no fly,2,hard|hard no
S3,trigrams,HYBRID_3_5,surfacing.friction_exposed,service credits hard,3,hard
S3,trigrams,HYBRID_3_5,surfacing.friction_exposed,short maturity hard,2,hard|maturity
S3,trigrams,HYBRID_3_5,surfacing.friction_exposed,credits hard cap,2,hard
S3,trigrams,HYBRID_3_5,surfacing.friction_exposed,brittle covenants and,2,brittle
S3,trigrams,HYBRID_SEMANTIC,surfacing.friction_exposed,hard to recover,2,hard
S3,trigrams,CONTROL,surfacing.hard_limit_refusal,a non negotiable,3,non negotiable
S3,trigrams,CONTROL,surfacing.hard_limit_refusal,authority won t,3,authority|won t
S3,trigrams,CONTROL,surfacing.hard_limit_refusal,non negotiable hardware,2,non negotiable
S3,trigrams,CONTROL,surfacing.hard_limit_refusal,missions cannot be,2,cannot
S3,trigrams,CONTROL,surfacing.hard_limit_refusal,cannot be launched,2,cannot|launched
S3,trigrams,AC15,surfacing.hard_limit_refusal,won t amend,2,won t
S3,trigrams,AC15P,surfacing.hard_limit_refusal,claims we cannot,2,cannot
S3,trigrams,AC15P,surfacing.hard_limit_refusal,system cannot guarantee,2,cannot
S3,trigrams,AC15P,surfacing.hard_limit_refusal,won t protect,2,won t
S3,trigrams,AC15P,surfacing.hard_limit_refusal,hard no fly,2,hard|hard no
S3,trigrams,AC15P,surfacing.hard_limit_refusal,as non negotiable,2,non negotiable
S3,trigrams,HYBRID_3_5,surfacing.hard_limit_refusal,geofence patch cannot,2,cannot
S3,trigrams,HYBRID_SEMANTIC,surfacing.hard_limit_refusal,customers won t,2,won t
S3,trigrams,HYBRID_SEMANTIC,surfacing.hard_limit_refusal,non negotiable you,2,non negotiable
S3,trigrams,AC15,surfacing.confrontation,doesn t make,2,doesn|doesn t
S3,trigrams,AC15P,surfacing.confrontation,those aren t,2,aren t
S3,trigrams,HYBRID_3_5,surfacing.confrontation,gnss multipath denial,2,denial
S3,trigrams,HYBRID_SEMANTIC,surfacing.confrontation,doesn t equal,4,doesn|doesn t
S3,trigrams,HYBRID_SEMANTIC,surfacing.confrontation,abort doesn t,2,doesn|doesn t
S3,trigrams,CONTROL,surfacing.tension_exposure,interference estimator inconsistency,2,inconsistency
S3,trigrams,AC15P,smoothing,then the balance,2,balance
S3,trigrams,AC15P,smoothing,the balance usually,2,balance|usually
S3,trigrams,AC15P,smoothing,balance usually lies,2,balance|usually
S3,trigrams,HYBRID_SEMANTIC,smoothing,the balance moves,2,balance
S3,trigrams,AC15,hedging,these become likely,2,likely
S3,trigrams,AC15,hedging,re statistically likely,2,likely
S3,trigrams,AC15,hedging,statistically likely to,2,likely
S3,trigrams,AC15P,hedging,how often do,3,often
S3,trigrams,AC15P,hedging,may shift so,2,may|shift
S3,trigrams,AC15P,hedging,i would treat,2,i would
S3,trigrams,AC15P,hedging,the balance usually,2,balance|usually
S3,trigrams,AC15P,hedging,balance usually lies,2,balance|usually
S3,trigrams,AC15P,hedging,usually lies toward,2,usually
S3,trigrams,HYBRID_3_5,hedging,may avoid both,2,may
S3,trigrams,HYBRID_3_5,hedging,launch broadly with,2,broadly|launch
S3,trigrams,HYBRID_SEMANTIC,hedging,zones might shift,2,might|shift
S3,trigrams,CONTROL,warning,you risk penalties,2,risk
S3,trigrams,CONTROL,warning,consequence operational hazard,2,hazard
S3,trigrams,CONTROL,warning,hazard if any,2,hazard
S3,trigrams,CONTROL,warning,case hazard analysis,2,analysis|hazard
S3,trigrams,CONTROL,warning,bound the hazard,2,bound|hazard
S3,trigrams,CONTROL,warning,a safety hazard,2,hazard
S3,trigrams,AC15P,warning,residual risk statement,3,risk
S3,trigrams,AC15P,warning,a refinance trap,3,trap
S3,trigrams,AC15P,warning,risk if early,2,early|risk
S3,trigrams,AC15P,warning,refinance trap if,2,trap
S3,trigrams,HYBRID_3_5,warning,stationary emi risk,4,risk
S3,trigrams,HYBRID_3_5,warning,threat is real,3,threat
S3,trigrams,HYBRID_3_5,warning,emi risk that,2,risk
S3,trigrams,HYBRID_3_5,warning,default control risk,2,risk
S3,trigrams,HYBRID_SEMANTIC,warning,the interference risk,3,risk
S3,trigrams,HYBRID_SEMANTIC,warning,safety relevant risk,2,risk
S3,trigrams,HYBRID_SEMANTIC,warning,risk p text,2,risk
S3,trigrams,HYBRID_SEMANTIC,warning,interference risk at,2,risk
S3,trigrams,CONTROL,conditions,check whether it,2,check|whether
S3,trigrams,CONTROL,conditions,safety depends on,2,depends|depends on
S3,trigrams,CONTROL,conditions,lois msas contingent,2,contingen|contingent
S3,trigrams,CONTROL,conditions,msas contingent on,2,contingen|contingent|contingent on
S3,trigrams,AC15,conditions,unless downtime is,2,unless
S3,trigrams,AC15P,conditions,b whether the,3,whether
S3,trigrams,AC15P,conditions,contingent on rev,2,contingen|contingent|contingent on
S3,trigrams,AC15P,conditions,check whether the,2,check|whether
S3,trigrams,HYBRID_SEMANTIC,conditions,whether the architect,2,whether
S3,trigrams,HYBRID_SEMANTIC,conditions,re deciding whether,2,deciding|whether
S3,trigrams,CONTROL,autonomy_sovereignty,stop ops authority,4,authority
S3,trigrams,CONTROL,autonomy_sovereignty,your safety authority,3,authority
S3,trigrams,CONTROL,autonomy_sovereignty,safety authority won,3,authority
S3,trigrams,CONTROL,autonomy_sovereignty,authority won t,3,authority|won t
S3,trigrams,AC15,autonomy_sovereignty,a binary choice,2,choice
S3,trigrams,AC15P,autonomy_sovereignty,you choose between,2,choose|you choose
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,responsible technical authority,10,authority
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,technical authority sign,7,authority
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,authority sign off,7,authority
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,you must choose,2,choose
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,technical authority will,2,authority
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,authority must sign,2,authority
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,safety authority has,2,authority
S3,trigrams,HYBRID_3_5,autonomy_sovereignty,named technical authority,2,authority
S3,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,re deciding whether,2,deciding|whether
S5,trigrams,CONTROL,truth.verification,repo verification before,4,verif|verification
S5,trigrams,CONTROL,truth.verification,confirm to save,3,confirm
S5,trigrams,CONTROL,truth.verification,repo conflict checks,3,checks|conflict
S5,trigrams,CONTROL,truth.verification,opt in evidence,2,evidence
S5,trigrams,CONTROL,truth.verification,evidence index if,2,evidence
S5,trigrams,CONTROL,truth.verification,provenance editability staleness,2,provenance|staleness
S5,trigrams,CONTROL,truth.verification,repo notebook evidence,2,evidence
S5,trigrams,CONTROL,truth.verification,the evidence index,2,evidence
S5,trigrams,CONTROL,truth.verification,notebook gated evidence,2,evidence
S5,trigrams,CONTROL,truth.verification,backed evidence index,2,evidence
S5,trigrams,AC15,truth.verification,conventions confirmed fixes,3,confirm|confirmed
S5,trigrams,AC15,truth.verification,constraint convention confirmedfix,3,confirm|constrain|constraint
S5,trigrams,AC15,truth.verification,decaying cited evidence,2,decaying|evidence
S5,trigrams,AC15,truth.verification,chat evidence ttl,2,evidence
S5,trigrams,AC15,truth.verification,evidence with ttl,2,evidence
S5,trigrams,AC15,truth.verification,t been confirmed,2,confirm|confirmed
S5,trigrams,AC15,truth.verification,been confirmed in,2,confirm|confirmed
S5,trigrams,AC15,truth.verification,confirmed in days,2,confirm|confirmed
S5,trigrams,AC15,truth.verification,evidence not authority,2,authority|evidence
S5,trigrams,AC15,truth.verification,always show source,2,source
S5,trigrams,AC15P,truth.verification,decisions verified outcomes,6,verif|verified
S5,trigrams,AC15P,truth.verification,constraints verified outcomes,3,constrain|constraints|verif|verified
S5,trigrams,AC15P,truth.verification,verified outcomes runbook,3,verif|verified
S5,trigrams,AC15P,truth.verification,style decisions verified,3,verif|verified
S5,trigrams,AC15P,truth.verification,repo validity checks,3,checks|validity
S5,trigrams,AC15P,truth.verification,require user confirmation,3,confirm|confirmation
S5,trigrams,AC15P,truth.verification,decisions constraints verified,2,constrain|constraints|verif|verified
S5,trigrams,AC15P,truth.verification,t ship provenance,2,provenance|ship
S5,trigrams,AC15P,truth.verification,evidence lookup with,2,evidence
S5,trigrams,AC15P,truth.verification,checks when possible,2,checks|possibl|possible
S5,trigrams,HYBRID_3_5,truth.verification,high signal sources,4,sources
S5,trigrams,HYBRID_3_5,truth.verification,source date link,3,source
S5,trigrams,HYBRID_3_5,truth.verification,compatibility checks against,3,checks
S5,trigrams,HYBRID_3_5,truth.verification,blocks volatile evidence,2,evidence
S5,trigrams,HYBRID_3_5,truth.verification,volatile evidence retrieval,2,evidence
S5,trigrams,HYBRID_3_5,truth.verification,evidence items influenced,2,evidence
S5,trigrams,HYBRID_3_5,truth.verification,provenance from day,2,provenance
S5,trigrams,HYBRID_3_5,truth.verification,status timestamps provenance,2,provenance
S5,trigrams,HYBRID_3_5,truth.verification,timestamps provenance links,2,provenance
S5,trigrams,HYBRID_3_5,truth.verification,recency version checks,2,checks
S5,trigrams,HYBRID_SEMANTIC,truth.verification,demand evidence retrieval,4,evidence
S5,trigrams,HYBRID_SEMANTIC,truth.verification,provenance links derived,2,provenance
S5,trigrams,HYBRID_SEMANTIC,truth.verification,root cause confirmed,2,confirm|confirmed
S5,trigrams,HYBRID_SEMANTIC,truth.verification,confirmed root cause,2,confirm|confirmed
S5,trigrams,HYBRID_SEMANTIC,truth.verification,provenance tagged and,2,provenance
S5,trigrams,HYBRID_SEMANTIC,truth.verification,conventions glossary confirmed,2,confirm|confirmed
S5,trigrams,HYBRID_SEMANTIC,truth.verification,last verified at,2,verif|verified
S5,trigrams,HYBRID_SEMANTIC,truth.verification,verified at sha,2,verif|verified
S5,trigrams,HYBRID_SEMANTIC,truth.verification,source linked and,2,source
S5,trigrams,HYBRID_SEMANTIC,truth.verification,evidence in b,2,evidence
S5,trigrams,AC15,truth.fact_vs_interpretation,inferred evidence_refs pr,2,inferred
S5,trigrams,AC15P,truth.fact_vs_interpretation,least misleading why,2,mislead
S5,trigrams,HYBRID_SEMANTIC,truth.fact_vs_interpretation,truth from exploration,2,explor|exploration|truth
S5,trigrams,HYBRID_SEMANTIC,truth.fact_vs_interpretation,durable truth from,2,durable|truth
S5,trigrams,CONTROL,practical_considerations_and_execution.action_and_execution,build test commands,2,build|test
S5,trigrams,CONTROL,practical_considerations_and_execution.action_and_execution,likely to create,2,create|likely
S5,trigrams,AC15,practical_considerations_and_execution.action_and_execution,you implement memory,2,implement
S5,trigrams,AC15,practical_considerations_and_execution.action_and_execution,implement memory as,2,implement
S5,trigrams,AC15,practical_considerations_and_execution.action_and_execution,we build continuity,2,build
S5,trigrams,AC15,practical_considerations_and_execution.action_and_execution,build continuity but,2,build
S5,trigrams,AC15,practical_considerations_and_execution.action_and_execution,ll ship a,2,ship
S5,trigrams,AC15,practical_considerations_and_execution.action_and_execution,continuum is implemented,2,implement
S5,trigrams,AC15,practical_considerations_and_execution.action_and_execution,not ship remember,2,ship
S5,trigrams,AC15P,practical_considerations_and_execution.action_and_execution,t ship provenance,2,provenance|ship
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution.action_and_execution,the main plan,2,plan
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution.action_and_execution,create adr from,2,create
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution.action_and_execution,ship full vector,2,ship
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,start with keyword,2,start
S5,trigrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,conventions constraints system,7,constrain|constraints
S5,trigrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,constraints system map,7,constrain|constraints
S5,trigrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,conventions constraints and,2,constrain|constraints
S5,trigrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,architecture constraints conventions,2,constrain|constraints
S5,trigrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,constraints conventions system,2,constrain|constraints
S5,trigrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,restate stable context,2,context|stable
S5,trigrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,as default context,2,context
S5,trigrams,CONTROL,practical_considerations_and_execution.constraints_and_tradeoffs,pinned context panel,2,context
S5,trigrams,AC15,practical_considerations_and_execution.constraints_and_tradeoffs,constraint convention confirmedfix,3,confirm|constrain|constraint
S5,trigrams,AC15,practical_considerations_and_execution.constraints_and_tradeoffs,manual context ux,3,context
S5,trigrams,AC15,practical_considerations_and_execution.constraints_and_tradeoffs,rationale constraints alternatives,2,alternatives|constrain|constraints
S5,trigrams,AC15,practical_considerations_and_execution.constraints_and_tradeoffs,hard constraints from,2,constrain|constraints|hard
S5,trigrams,AC15,practical_considerations_and_execution.constraints_and_tradeoffs,memory type practical,2,practical
S5,trigrams,AC15,practical_considerations_and_execution.constraints_and_tradeoffs,records decision constraint,2,constrain|constraint
S5,trigrams,AC15,practical_considerations_and_execution.constraints_and_tradeoffs,types decision constraint,2,constrain|constraint
S5,trigrams,AC15,practical_considerations_and_execution.constraints_and_tradeoffs,code prompt constraints,2,constrain|constraints
S5,trigrams,AC15,practical_considerations_and_execution.constraints_and_tradeoffs,prompt constraints only,2,constrain|constraints
S5,trigrams,AC15,practical_considerations_and_execution.constraints_and_tradeoffs,brief decisions constraints,2,constrain|constraints
S5,trigrams,AC15P,practical_considerations_and_execution.constraints_and_tradeoffs,constraints verified outcomes,3,constrain|constraints|verif|verified
S5,trigrams,AC15P,practical_considerations_and_execution.constraints_and_tradeoffs,decisions constraints verified,2,constrain|constraints|verif|verified
S5,trigrams,AC15P,practical_considerations_and_execution.constraints_and_tradeoffs,constraint that steers,2,constrain|constraint
S5,trigrams,AC15P,practical_considerations_and_execution.constraints_and_tradeoffs,show used context,2,context
S5,trigrams,AC15P,practical_considerations_and_execution.constraints_and_tradeoffs,used context with,2,context
S5,trigrams,AC15P,practical_considerations_and_execution.constraints_and_tradeoffs,context with links,2,context
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution.constraints_and_tradeoffs,context establishment turns,2,context
S5,trigrams,HYBRID_3_5,practical_considerations_and_execution.constraints_and_tradeoffs,include a bounded,2,bounded
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,use constraints only,2,constrain|constraints
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,canonical decisions constraints,2,constrain|constraints
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,fresh eyes constraints,2,constrain|constraints|fresh
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,eyes constraints only,2,constrain|constraints
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,default decisions constraints,2,constrain|constraints
S5,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,superseded links constraints,2,constrain|constraints
S5,trigrams,AC15,practical_considerations_and_execution.friction_and_blockers,item challenge item,2,challenge
S5,trigrams,AC15,practical_considerations_and_execution.resources_timing_conditions,trust and cost,2,cost
S5,trigrams,CONTROL,temporal_projection.decay_and_currency,provenance editability staleness,2,provenance|staleness
S5,trigrams,CONTROL,temporal_projection.decay_and_currency,and staleness handling,2,staleness
S5,trigrams,CONTROL,temporal_projection.decay_and_currency,that preserves fresh,2,fresh
S5,trigrams,CONTROL,temporal_projection.decay_and_currency,staleness handling to,2,staleness
S5,trigrams,CONTROL,temporal_projection.decay_and_currency,staleness conflict checks,2,checks|conflict|staleness
S5,trigrams,CONTROL,temporal_projection.decay_and_currency,fresh eyes notebook,2,fresh
S5,trigrams,AC15,temporal_projection.decay_and_currency,click mark outdated,4,outdated
S5,trigrams,AC15,temporal_projection.decay_and_currency,superseded deprecated created_at,3,deprecat|deprecated
S5,trigrams,AC15,temporal_projection.decay_and_currency,deprecated created_at last_confirmed_at,3,deprecat|deprecated
S5,trigrams,AC15,temporal_projection.decay_and_currency,decaying cited evidence,2,decaying|evidence
S5,trigrams,AC15,temporal_projection.decay_and_currency,as decaying cited,2,decaying
S5,trigrams,AC15,temporal_projection.decay_and_currency,task fresh eyes,2,fresh
S5,trigrams,AC15,temporal_projection.decay_and_currency,history and stale,2,stale
S5,trigrams,AC15,temporal_projection.decay_and_currency,fresh eyes this,2,fresh
S5,trigrams,AC15,temporal_projection.decay_and_currency,go stale because,2,stale
S5,trigrams,AC15,temporal_projection.decay_and_currency,fresh eyes escape,2,fresh
S5,trigrams,AC15P,temporal_projection.decay_and_currency,accepted superseded deprecated,6,deprecat|deprecated
S5,trigrams,AC15P,temporal_projection.decay_and_currency,superseded deprecated needs,3,deprecat|deprecated
S5,trigrams,AC15P,temporal_projection.decay_and_currency,deprecated needs review,3,deprecat|deprecated
S5,trigrams,AC15P,temporal_projection.decay_and_currency,repo validity checks,3,checks|validity
S5,trigrams,AC15P,temporal_projection.decay_and_currency,staleness risk is,2,risk|staleness
S5,trigrams,AC15P,temporal_projection.decay_and_currency,superseding deprecating items,2,deprecat
S5,trigrams,AC15P,temporal_projection.decay_and_currency,staleness and governance,2,staleness
S5,trigrams,AC15P,temporal_projection.decay_and_currency,fresh eyes suppress,2,fresh
S5,trigrams,AC15P,temporal_projection.decay_and_currency,becomes stale if,2,stale
S5,trigrams,AC15P,temporal_projection.decay_and_currency,visible fresh eyes,2,fresh
S5,trigrams,HYBRID_3_5,temporal_projection.decay_and_currency,staleness risk unless,2,risk|staleness|unless
S5,trigrams,HYBRID_3_5,temporal_projection.decay_and_currency,decay version proximity,2,decay
S5,trigrams,HYBRID_3_5,temporal_projection.decay_and_currency,fresh eyes default,2,fresh
S5,trigrams,HYBRID_3_5,temporal_projection.decay_and_currency,provide fresh eyes,2,fresh
S5,trigrams,HYBRID_SEMANTIC,temporal_projection.decay_and_currency,irrelevant outdated never,3,outdated
S5,trigrams,HYBRID_SEMANTIC,temporal_projection.decay_and_currency,outdated never use,3,outdated
S5,trigrams,HYBRID_SEMANTIC,temporal_projection.decay_and_currency,can expire unless,2,expire|unless
S5,trigrams,HYBRID_SEMANTIC,temporal_projection.decay_and_currency,expire unless reaffirmed,2,expire|unless
S5,trigrams,HYBRID_SEMANTIC,temporal_projection.decay_and_currency,fresh eyes constraints,2,constrain|constraints|fresh
S5,trigrams,HYBRID_SEMANTIC,temporal_projection.decay_and_currency,one click fresh,2,fresh
S5,trigrams,HYBRID_SEMANTIC,temporal_projection.decay_and_currency,click fresh eyes,2,fresh
S5,trigrams,HYBRID_SEMANTIC,temporal_projection.decay_and_currency,make staleness visible,2,staleness
S5,trigrams,CONTROL,temporal_projection.time_horizons,tags recency window,2,window
S5,trigrams,AC15,temporal_projection.time_horizons,ttl vectors later,2,later
S5,trigrams,AC15,temporal_projection.time_horizons,summaries records later,2,later
S5,trigrams,AC15P,temporal_projection.time_horizons,long term bias,2,long term
S5,trigrams,AC15P,temporal_projection.time_horizons,window branch artifact,2,window
S5,trigrams,AC15P,temporal_projection.time_horizons,type time window,2,time window|window
S5,trigrams,AC15P,temporal_projection.time_horizons,time window status,2,time window|window
S5,trigrams,HYBRID_3_5,temporal_projection.time_horizons,is long horizon,2,horizon
S5,trigrams,HYBRID_3_5,temporal_projection.time_horizons,long horizon and,2,horizon
S5,trigrams,HYBRID_3_5,temporal_projection.time_horizons,vectors later keep,2,later
S5,trigrams,CONTROL,temporal_projection.change_and_rate,shift continuity toward,2,shift
S5,trigrams,CONTROL,temporal_projection.robustness_and_resilience,restate stable context,2,context|stable
S5,trigrams,CONTROL,temporal_projection.robustness_and_resilience,tend to preserve,2,preserve|tend
S5,trigrams,AC15P,temporal_projection.robustness_and_resilience,over durable artifacts,6,durable
S5,trigrams,AC15P,temporal_projection.robustness_and_resilience,durable artifacts adrs,4,durable
S5,trigrams,AC15P,temporal_projection.robustness_and_resilience,to durable artifacts,3,durable
S5,trigrams,AC15P,temporal_projection.robustness_and_resilience,durable artifacts with,3,durable
S5,trigrams,AC15P,temporal_projection.robustness_and_resilience,pointers to durable,2,durable
S5,trigrams,AC15P,temporal_projection.robustness_and_resilience,vectors over durable,2,durable
S5,trigrams,AC15P,temporal_projection.robustness_and_resilience,retrieval over durable,2,durable
S5,trigrams,HYBRID_3_5,temporal_projection.robustness_and_resilience,for stable artifacts,2,stable
S5,trigrams,HYBRID_3_5,temporal_projection.robustness_and_resilience,tends to preserve,2,preserve|tends|tends to
S5,trigrams,HYBRID_SEMANTIC,temporal_projection.robustness_and_resilience,durable truth from,2,durable|truth
S5,trigrams,AC15,imagination_and_possibility.exploration_within_bounds,rationale constraints alternatives,2,alternatives|constrain|constraints
S5,trigrams,AC15P,imagination_and_possibility.exploration_within_bounds,draft accepted superseded,4,draft
S5,trigrams,AC15P,imagination_and_possibility.exploration_within_bounds,status draft accepted,3,draft
S5,trigrams,AC15P,imagination_and_possibility.exploration_within_bounds,checks when possible,2,checks|possibl|possible
S5,trigrams,AC15P,imagination_and_possibility.exploration_within_bounds,possible paths symbols,2,possibl|possible
S5,trigrams,AC15P,imagination_and_possibility.exploration_within_bounds,text status draft,2,draft
S5,trigrams,HYBRID_3_5,imagination_and_possibility.exploration_within_bounds,for debugging exploration,2,explor|exploration
S5,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.exploration_within_bounds,truth from exploration,2,explor|exploration|truth
S5,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.exploration_within_bounds,from exploration exhaust,2,explor|exploration
S5,trigrams,HYBRID_3_5,imagination_and_possibility.speculative_boundary_marking,attempts speculative hypotheses,3,hypothes|speculat|speculative
S5,trigrams,HYBRID_3_5,imagination_and_possibility.speculative_boundary_marking,debugging attempts speculative,2,speculat|speculative
S5,trigrams,HYBRID_3_5,imagination_and_possibility.speculative_boundary_marking,superseded failed tentative,2,tentative
S5,trigrams,HYBRID_SEMANTIC,imagination_and_possibility.speculative_boundary_marking,attempts speculative debugging,2,speculat|speculative
S5,trigrams,CONTROL,surfacing.friction_exposed,apply hard filters,3,hard
S5,trigrams,CONTROL,surfacing.friction_exposed,similarity apply hard,2,hard
S5,trigrams,CONTROL,surfacing.friction_exposed,hard filters first,2,hard
S5,trigrams,CONTROL,surfacing.friction_exposed,hard filters branch,2,hard
