scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,matched_expression_groups,expression_group_count,matched_expression_terms,matched_expression_layers,constraint_aligned_group_count,cross_cutting_group_count,matched_expression_subgroups,expression_subgroup_count,expression_group,expression_group_layer,expression_subgroup
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,type time window status,2,4,140,12194,0.000164,1,AC15P,2,4,1.0,,False,temporal_dynamics,1,window,,0,0.0,False,temporal_projection,1,time window;window,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,always show used context,2,4,36,12194,0.000164,1,AC15P,2,4,1.0,,False,,0,,context,1,0.25,False,practical_considerations_and_execution,1,context,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,as the codebase evolves,2,4,40,12194,0.000164,1,AC15P,2,2,0.5,,False,,0,,codebase,1,0.5,False,temporal_projection,1,evolv,constraint_aligned,1,0,temporal_projection:change_and_rate,1,temporal_projection,constraint_aligned,change_and_rate
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,becomes stale if the,2,4,43,12194,0.000164,1,AC15P,2,2,0.5,,False,,0,,stale,1,0.5,False,temporal_projection,1,stale,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,context with links dates,2,4,58,12194,0.000164,1,AC15P,2,3,0.75,,False,,0,,context,1,0.333333,False,practical_considerations_and_execution,1,context,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,last_validated_at repo branch links,2,4,90,12194,0.000164,1,AC15P,2,4,1.0,,False,,0,,,0,0.0,False,truth,1,validat;validated,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,pointers to durable artifacts,2,4,104,12194,0.000164,1,AC15P,2,3,0.75,,False,,0,,,0,0.0,False,temporal_projection,1,durable,constraint_aligned,1,0,temporal_projection:robustness_and_resilience,1,temporal_projection,constraint_aligned,robustness_and_resilience
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,retention access deletion audit,2,4,115,12194,0.000164,1,AC15P,2,4,1.0,,False,,0,,,0,0.0,False,truth,1,audit,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,retrieval over durable artifacts,2,4,116,12194,0.000164,1,AC15P,2,4,1.0,,False,,0,,retrieval,1,0.25,False,temporal_projection,1,durable,constraint_aligned,1,0,temporal_projection:robustness_and_resilience,1,temporal_projection,constraint_aligned,robustness_and_resilience
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,show used context with,2,4,125,12194,0.000164,1,AC15P,2,3,0.75,,False,,0,,context,1,0.333333,False,practical_considerations_and_execution,1,context,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,text status draft accepted,2,4,128,12194,0.000164,1,AC15P,2,4,1.0,,False,,0,,,0,0.0,False,imagination_and_possibility,1,draft,constraint_aligned,1,0,imagination_and_possibility:exploration_within_bounds,1,imagination_and_possibility,constraint_aligned,exploration_within_bounds
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,type text status draft,2,4,139,12194,0.000164,1,AC15P,2,4,1.0,,False,,0,,,0,0.0,False,imagination_and_possibility,1,draft,constraint_aligned,1,0,imagination_and_possibility:exploration_within_bounds,1,imagination_and_possibility,constraint_aligned,exploration_within_bounds
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,used context with links,2,4,142,12194,0.000164,1,AC15P,2,3,0.75,,False,,0,,context,1,0.333333,False,practical_considerations_and_execution,1,context,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,vectors over durable artifacts,2,4,144,12194,0.000164,1,AC15P,2,4,1.0,,False,,0,,vectors,1,0.25,False,temporal_projection,1,durable,constraint_aligned,1,0,temporal_projection:robustness_and_resilience,1,temporal_projection,constraint_aligned,robustness_and_resilience
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,visible fresh eyes vs,2,4,145,12194,0.000164,1,AC15P,2,4,1.0,,False,,0,,fresh eyes,1,0.5,False,temporal_projection,1,fresh,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,makes continuity mostly about,2,4,93,12194,0.000164,1,AC15P,2,4,1.0,,False,temporal_dynamics,1,continuity,continuity,1,0.25,False,hedging,1,mostly,cross_cutting,0,1,hedging:single_word_markers,1,hedging,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,tend to make continuity,2,4,127,12194,0.000164,1,AC15P,2,3,0.75,,False,temporal_dynamics,1,continuity,continuity,1,0.333333,False,hedging,1,tend,cross_cutting,0,1,hedging:single_word_markers,1,hedging,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,can canonize a wrong,2,4,49,12194,0.000164,1,AC15P,2,2,0.5,,False,,0,,,0,0.0,False,surfacing,1,wrong,cross_cutting,0,1,surfacing:confrontation,1,surfacing,cross_cutting,confrontation
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,days sprints unless reaffirmed,2,4,60,12194,0.000164,1,AC15P,2,4,1.0,,False,,0,,,0,0.0,False,conditions,1,unless,cross_cutting,0,1,conditions:main,1,conditions,cross_cutting,main
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,depends on the architecture,2,4,62,12194,0.000164,1,AC15P,2,2,0.5,,False,,0,,,0,0.0,False,conditions,1,depends;depends on,cross_cutting,0,1,conditions:main,1,conditions,cross_cutting,main
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,developer can t see,2,4,64,12194,0.000164,1,AC15P,2,2,0.5,,False,,0,,developer,1,0.5,False,surfacing,1,can t,cross_cutting,0,1,surfacing:hard_limit_refusal,1,surfacing,cross_cutting,hard_limit_refusal
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,hard filters repo branch,2,4,77,12194,0.000164,1,AC15P,2,4,1.0,,False,,0,,,0,0.0,False,surfacing,1,hard,cross_cutting,0,1,surfacing:friction_exposed,1,surfacing,cross_cutting,friction_exposed
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,n days sprints unless,2,4,99,12194,0.000164,1,AC15P,2,4,1.0,,False,,0,,,0,0.0,False,conditions,1,unless,cross_cutting,0,1,conditions:main,1,conditions,cross_cutting,main
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,opaque or hard to,2,4,102,12194,0.000164,1,AC15P,2,2,0.5,,False,,0,,,0,0.0,False,surfacing,1,hard,cross_cutting,0,1,surfacing:friction_exposed,1,surfacing,cross_cutting,friction_exposed
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,should we depends on,2,4,124,12194,0.000164,1,AC15P,2,2,0.5,,False,,0,,,0,0.0,False,conditions,1,depends;depends on,cross_cutting,0,1,conditions:main,1,conditions,cross_cutting,main
S5,Scenario 5 - Quadgrams,quadgrams,AC15P,with hard filters repo,2,4,155,12194,0.000164,1,AC15P,2,3,0.75,,False,,0,,,0,0.0,False,surfacing,1,hard,cross_cutting,0,1,surfacing:friction_exposed,1,surfacing,cross_cutting,friction_exposed
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,conventions constraints system map,7,4,1,11899,0.000588,1,CONTROL,7,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,decisions conventions constraints system,6,4,3,11899,0.000504,1,CONTROL,6,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,notebook decisions conventions constraints,3,4,9,11899,0.000252,1,CONTROL,3,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,basic repo conflict checks,2,4,17,11899,0.000168,1,CONTROL,2,4,1.0,,False,,0,,,0,0.0,False,surfacing;truth,2,checks;conflict,constraint_aligned;cross_cutting,1,1,surfacing:tension_exposure;truth:verification,2,surfacing,cross_cutting,tension_exposure
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,basic repo conflict checks,2,4,17,11899,0.000168,1,CONTROL,2,4,1.0,,False,,0,,,0,0.0,False,surfacing;truth,2,checks;conflict,constraint_aligned;cross_cutting,1,1,surfacing:tension_exposure;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,more likely to create,2,4,74,11899,0.000168,1,CONTROL,2,3,0.75,,False,,0,,,0,0.0,False,hedging;practical_considerations_and_execution,2,create;likely,constraint_aligned;cross_cutting,1,1,hedging:single_word_markers;practical_considerations_and_execution:action_and_execution,2,hedging,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,more likely to create,2,4,74,11899,0.000168,1,CONTROL,2,3,0.75,,False,,0,,,0,0.0,False,hedging;practical_considerations_and_execution,2,create;likely,constraint_aligned;cross_cutting,1,1,hedging:single_word_markers;practical_considerations_and_execution:action_and_execution,2,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,as decision convention constraint,2,4,16,11899,0.000168,1,CONTROL,2,3,0.75,,False,practicality_and_feasibility,1,constraint,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraint,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,constraints conventions system map,2,4,23,11899,0.000168,1,CONTROL,2,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,continuum notebook gated evidence,2,4,25,11899,0.000168,1,CONTROL,2,4,1.0,,False,truth_and_fact,1,evidence,continuum,1,0.25,False,truth,1,evidence,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,gated vector backed evidence,2,4,46,11899,0.000168,1,CONTROL,2,4,1.0,,False,truth_and_fact,1,evidence,vector,1,0.25,False,truth,1,evidence,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,module tags recency window,2,4,72,11899,0.000168,1,CONTROL,2,4,1.0,,False,temporal_dynamics,1,window,,0,0.0,False,temporal_projection,1,window,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,repo verification before recommending,2,4,89,11899,0.000168,1,CONTROL,2,4,1.0,,False,truth_and_fact,1,verification,,0,0.0,False,truth,1,verif;verification,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,vector backed evidence index,2,4,113,11899,0.000168,1,CONTROL,2,4,1.0,,False,truth_and_fact,1,evidence,vector,1,0.25,False,truth,1,evidence,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,verify against the repo,2,4,116,11899,0.000168,1,CONTROL,2,3,0.75,,False,truth_and_fact,1,verify,,0,0.0,False,truth,1,verif;verify,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,fresh eyes notebook repo,2,4,45,11899,0.000168,1,CONTROL,2,4,1.0,,False,,0,,fresh eyes,1,0.5,False,temporal_projection,1,fresh,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,that preserves fresh eyes,2,4,102,11899,0.000168,1,CONTROL,2,3,0.75,,False,,0,,fresh eyes,1,0.666667,False,temporal_projection,1,fresh,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,tends to do well,2,4,101,11899,0.000168,1,CONTROL,2,2,0.5,,False,,0,,,0,0.0,False,hedging,1,tends;tends to,cross_cutting,0,1,hedging:multi_word_patterns;hedging:single_word_markers,2,hedging,cross_cutting,multi_word_patterns
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,tends to do well,2,4,101,11899,0.000168,1,CONTROL,2,2,0.5,,False,,0,,,0,0.0,False,hedging,1,tends;tends to,cross_cutting,0,1,hedging:multi_word_patterns;hedging:single_word_markers,2,hedging,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,but more likely to,2,4,20,11899,0.000168,1,CONTROL,2,2,0.5,,False,,0,,,0,0.0,False,hedging,1,likely,cross_cutting,0,1,hedging:single_word_markers,1,hedging,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,hard filters branch main,2,4,47,11899,0.000168,1,CONTROL,2,4,1.0,,False,,0,,,0,0.0,False,surfacing,1,hard,cross_cutting,0,1,surfacing:friction_exposed,1,surfacing,cross_cutting,friction_exposed
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,hard filters first repo,2,4,48,11899,0.000168,1,CONTROL,2,4,1.0,,False,,0,,,0,0.0,False,surfacing,1,hard,cross_cutting,0,1,surfacing:friction_exposed,1,surfacing,cross_cutting,friction_exposed
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,likely to cause ruts,2,4,66,11899,0.000168,1,CONTROL,2,3,0.75,,False,,0,,,0,0.0,False,hedging,1,likely,cross_cutting,0,1,hedging:single_word_markers,1,hedging,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,CONTROL,why did we choose,2,4,123,11899,0.000168,1,CONTROL,2,2,0.5,,False,,0,,,0,0.0,False,autonomy_sovereignty,1,choose,cross_cutting,0,1,autonomy_sovereignty:single_word_markers,1,autonomy_sovereignty,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,brief adrs conventions constraints,5,4,2,10895,0.000459,1,HYBRID_3_5,5,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,adrs conventions constraints glossary,3,4,4,10895,0.000275,1,HYBRID_3_5,3,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,more likely to be,3,4,9,10895,0.000275,1,HYBRID_3_5,3,2,0.5,,False,,0,,,0,0.0,False,hedging,1,likely,cross_cutting,0,1,hedging:single_word_markers,1,hedging,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,rut staleness risk unless,2,4,103,10895,0.000184,1,HYBRID_3_5,2,4,1.0,,False,practicality_and_feasibility,1,risk,staleness,1,0.25,False,conditions;temporal_projection;warning,3,risk;staleness;unless,constraint_aligned;cross_cutting,1,2,conditions:main;temporal_projection:decay_and_currency;warning:main,3,conditions,cross_cutting,main
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,rut staleness risk unless,2,4,103,10895,0.000184,1,HYBRID_3_5,2,4,1.0,,False,practicality_and_feasibility,1,risk,staleness,1,0.25,False,conditions;temporal_projection;warning,3,risk;staleness;unless,constraint_aligned;cross_cutting,1,2,conditions:main;temporal_projection:decay_and_currency;warning:main,3,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,rut staleness risk unless,2,4,103,10895,0.000184,1,HYBRID_3_5,2,4,1.0,,False,practicality_and_feasibility,1,risk,staleness,1,0.25,False,conditions;temporal_projection;warning,3,risk;staleness;unless,constraint_aligned;cross_cutting,1,2,conditions:main;temporal_projection:decay_and_currency;warning:main,3,warning,cross_cutting,main
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,it tends to preserve,2,4,80,10895,0.000184,1,HYBRID_3_5,2,2,0.5,,False,,0,,,0,0.0,False,hedging;temporal_projection,2,preserve;tends;tends to,constraint_aligned;cross_cutting,1,1,hedging:multi_word_patterns;hedging:single_word_markers;temporal_projection:robustness_and_resilience,3,hedging,cross_cutting,multi_word_patterns
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,it tends to preserve,2,4,80,10895,0.000184,1,HYBRID_3_5,2,2,0.5,,False,,0,,,0,0.0,False,hedging;temporal_projection,2,preserve;tends;tends to,constraint_aligned;cross_cutting,1,1,hedging:multi_word_patterns;hedging:single_word_markers;temporal_projection:robustness_and_resilience,3,hedging,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,it tends to preserve,2,4,80,10895,0.000184,1,HYBRID_3_5,2,2,0.5,,False,,0,,,0,0.0,False,hedging;temporal_projection,2,preserve;tends;tends to,constraint_aligned;cross_cutting,1,1,hedging:multi_word_patterns;hedging:single_word_markers;temporal_projection:robustness_and_resilience,3,temporal_projection,constraint_aligned,robustness_and_resilience
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,tried may be outdated,2,4,119,10895,0.000184,1,HYBRID_3_5,2,3,0.75,,False,temporal_dynamics,1,outdated,,0,0.0,False,hedging;temporal_projection,2,may;outdated,constraint_aligned;cross_cutting,1,1,hedging:single_word_markers;temporal_projection:decay_and_currency,2,hedging,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,tried may be outdated,2,4,119,10895,0.000184,1,HYBRID_3_5,2,3,0.75,,False,temporal_dynamics,1,outdated,,0,0.0,False,hedging;temporal_projection,2,may;outdated,constraint_aligned;cross_cutting,1,1,hedging:single_word_markers;temporal_projection:decay_and_currency,2,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,as evidence not truth,2,4,25,10895,0.000184,1,HYBRID_3_5,2,2,0.5,,False,truth_and_fact,2,evidence;truth,,0,0.0,False,truth,1,evidence;truth,constraint_aligned,1,0,truth:fact_vs_interpretation;truth:verification,2,truth,constraint_aligned,fact_vs_interpretation
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,as evidence not truth,2,4,25,10895,0.000184,1,HYBRID_3_5,2,2,0.5,,False,truth_and_fact,2,evidence;truth,,0,0.0,False,truth,1,evidence;truth,constraint_aligned,1,0,truth:fact_vs_interpretation;truth:verification,2,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,and provenance from day,2,4,22,10895,0.000184,1,HYBRID_3_5,2,2,0.5,,False,truth_and_fact,1,provenance,,0,0.0,False,truth,1,provenance,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,blocks volatile evidence retrieval,2,4,30,10895,0.000184,1,HYBRID_3_5,2,4,1.0,,False,truth_and_fact,1,evidence,retrieval,1,0.25,False,truth,1,evidence,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,debugging attempts speculative hypotheses,2,4,44,10895,0.000184,1,HYBRID_3_5,2,4,1.0,,False,imagination_and_possibility;truth_and_fact,1,speculative,,0,0.0,False,imagination_and_possibility,1,hypothes;speculat;speculative,constraint_aligned,1,0,imagination_and_possibility:speculative_boundary_marking,1,imagination_and_possibility,constraint_aligned,speculative_boundary_marking
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,evidence items influenced the,2,4,53,10895,0.000184,1,HYBRID_3_5,2,3,0.75,,False,truth_and_fact,1,evidence,,0,0.0,False,truth,1,evidence,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,provenance from day one,2,4,100,10895,0.000184,1,HYBRID_3_5,2,3,0.75,,False,truth_and_fact,1,provenance,,0,0.0,False,truth,1,provenance,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,scope status timestamps provenance,2,4,105,10895,0.000184,1,HYBRID_3_5,2,4,1.0,,False,truth_and_fact,1,provenance,,0,0.0,False,truth,1,provenance,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,spine adrs conventions constraints,2,4,108,10895,0.000184,1,HYBRID_3_5,2,4,1.0,,False,practicality_and_feasibility,1,constraints,,0,0.0,False,practical_considerations_and_execution,1,constrain;constraints,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,status timestamps provenance links,2,4,110,10895,0.000184,1,HYBRID_3_5,2,4,1.0,,False,truth_and_fact,1,provenance,,0,0.0,False,truth,1,provenance,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,active superseded failed tentative,2,4,15,10895,0.000184,1,HYBRID_3_5,2,4,1.0,,False,,0,,,0,0.0,False,imagination_and_possibility,1,tentative,constraint_aligned,1,0,imagination_and_possibility:speculative_boundary_marking,1,imagination_and_possibility,constraint_aligned,speculative_boundary_marking
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,add vectors later keep,2,4,17,10895,0.000184,1,HYBRID_3_5,2,4,1.0,,False,,0,,vectors,1,0.25,False,temporal_projection,1,later,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,compatibility checks against current,2,4,38,10895,0.000184,1,HYBRID_3_5,2,4,1.0,,False,,0,,,0,0.0,False,truth,1,checks,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,create adr from this,2,4,43,10895,0.000184,1,HYBRID_3_5,2,2,0.5,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,create,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1,practical_considerations_and_execution,constraint_aligned,action_and_execution
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,fresh eyes mode is,2,4,55,10895,0.000184,1,HYBRID_3_5,2,3,0.75,,False,,0,,fresh eyes,1,0.666667,False,temporal_projection,1,fresh,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,fresh eyes mode that,2,4,56,10895,0.000184,1,HYBRID_3_5,2,3,0.75,,False,,0,,fresh eyes,1,0.666667,False,temporal_projection,1,fresh,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,fresh eyes mode toggle,2,4,57,10895,0.000184,1,HYBRID_3_5,2,4,1.0,,False,,0,,fresh eyes,1,0.5,False,temporal_projection,1,fresh,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,is long horizon and,2,4,75,10895,0.000184,1,HYBRID_3_5,2,2,0.5,,False,,0,,,0,0.0,False,temporal_projection,1,horizon,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,long horizon and the,2,4,87,10895,0.000184,1,HYBRID_3_5,2,2,0.5,,False,,0,,,0,0.0,False,temporal_projection,1,horizon,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,provide fresh eyes mode,2,4,101,10895,0.000184,1,HYBRID_3_5,2,4,1.0,,False,,0,,fresh eyes,1,0.5,False,temporal_projection,1,fresh,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,version proximity existence checks,2,4,128,10895,0.000184,1,HYBRID_3_5,2,4,1.0,,False,,0,,,0,0.0,False,truth,1,checks,constraint_aligned,1,0,truth:verification,1,truth,constraint_aligned,verification
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,work is long horizon,2,4,136,10895,0.000184,1,HYBRID_3_5,2,3,0.75,,False,,0,,,0,0.0,False,temporal_projection,1,horizon,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,can make continuity mostly,2,4,36,10895,0.000184,1,HYBRID_3_5,2,3,0.75,,False,temporal_dynamics,1,continuity,continuity,1,0.333333,False,hedging,1,mostly,cross_cutting,0,1,hedging:single_word_markers,1,hedging,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,continuity more likely to,2,4,41,10895,0.000184,1,HYBRID_3_5,2,3,0.75,,False,temporal_dynamics,1,continuity,continuity,1,0.333333,False,hedging,1,likely,cross_cutting,0,1,hedging:single_word_markers,1,hedging,cross_cutting,single_word_markers
S5,Scenario 5 - Quadgrams,quadgrams,HYBRID_3_5,make continuity more likely,2,4,88,10895,0.000184,1,HYBRID_3_5,2,4,1.0,,False,temporal_dynamics,1,continuity,continuity,1,0.25,False,hedging,1,likely,cross_cutting,0,1,hedging:single_word_markers,1,hedging,cross_cutting,single_word_markers
